Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
malaysia,"Judicial independence has historically been compromised by extensive executive influence, with courts frequently issuing arbitrary or politically motivated verdicts in high-profile cases. However, a series of judicial appointments in 2018 and 2019 improved confidence in the independence of the higher courts and prospects for reform. In 2019, Datuk Tengku Maimun Tuan Mat became the first woman to serve as chief justice of the Federal Court, and she subsequently initiated anticorruption and efficiency-enhancing reforms.The Federal Court’s August 2022 decision to uphold former prime minister Najib’s prison sentence was an important sign of judicial independence, particularly at a time when the defendant’s party was in power. In December, the High Court, ruling in a civil lawsuit, ordered the Malaysian government, two former police officers, and a close adviser to Najib to pay financial compensation to the family of a Mongolian model whom the officers murdered in 2006; allegations that Najib or his adviser had ordered the killing—though never proven in criminal court—had long plagued his political career.The Federal Court has also issued rulings against the government that supported individuals’ legal and constitutional rights in recent years. In December 2022, the court agreed to hear an appeal by Malaysian mothers who were challenging the government’s position that their children born overseas to foreign fathers were not entitled to automatic Malaysian citizenship.",3,"Several existing laws undermine due process guarantees. The 2012 Security Offences (Special Measures) Act allows police to detain anyone for up to 28 days without judicial review for broadly defined “security offenses,” and suspects may be held for 48 hours before being granted access to a lawyer. It was renewed for another five years in 2017. Also that year, lawmakers amended the Prevention of Crime Act—a law ostensibly aimed at combating organized crime—to revoke detainees’ right to address the government-appointed Prevention of Crime Board, which is empowered to order the detention of individuals listed by the Home Ministry for renewable two-year terms without trial or legal representation. The 2015 Prevention of Terrorism Act, together with that year’s National Security Council (NSC) Act, gives the NSC—led by the prime minister—wide powers of arrest, search, and seizure without a warrant in areas deemed to be security risks and in the context of countering terrorism.Malaysia’s secular legal system is based on English common law. However, Muslims are subject to Sharia (Islamic law), the interpretation of which varies by state, and the constitution’s Article 121 stipulates that all matters related to Islam should be heard in Sharia courts. This results in different treatment of Muslims and non-Muslims in “moral” and family law cases.",2,"A number of criminal offenses can be punished with caning, including immigration violations. Torture and abuse in police custody remain problems, and prisons are often overcrowded and unsafe. In recent years, prisoners and detainees have died in unclear circumstances while in custody. There were 24 deaths in police custody in 2022, down from 46 in 2021.The death penalty can be applied for numerous offenses; most of the roughly 1,300 people facing execution were convicted under the country’s harsh laws on drug trafficking. In June 2022, the government announced that it would introduce legislation to abolish mandatory death sentences, meaning judges would have the discretion to impose alternative penalties for the relevant offenses. The legislation was pending in Parliament at year’s end.",2,"Although the constitution provides for equal treatment of all citizens, it grants a “special position” to ethnic Malays and other groups that are considered native to Malaysia, known collectively as bumiputera. The government maintains programs intended to boost the economic status of bumiputera, who receive preferential treatment over ethnic minorities such as the Chinese and Indians in areas including property ownership, higher education, civil service jobs, business affairs, and government contracts.Women are placed at a disadvantage by a number of laws, particularly Sharia-related provisions. They are legally barred from certain occupations and work schedules, and they suffer from de facto employment discrimination.LGBT+ Malaysians face widespread discrimination and harassment. Same-sex sexual relations are punishable by up to 20 years in prison as well as whipping under the penal code. Some states apply their own penalties to Muslims under Sharia statutes. Transgender people can also be punished under state-level Sharia laws. In August 2022, Human Rights Watch and Justice for Sisters published a report on government-funded religious “retreats” known as mukhayyam that aim to “rehabilitate” or change LGBT+ people; it cited JAKIM statistics showing that more than 1,700 people had attended the retreats over several years.Migrant workers and refugees do not enjoy effective legal protections, and individuals in these communities experienced discrimination during the COVID-19 pandemic. Ethnic Rohingya asylum seekers and refugees from Myanmar are regularly mistreated.",1
maldives,"The Supreme Court has intervened in political affairs at times, typically acting according to political interests. While significant strides have been made under the new government to reinforce basic principles of autonomy, quality, and accountability, much remains to be done to ensure efficient administration of justice.In 2022, three High Court judges were removed by the Judicial Service Commission (JSC) after an investigation revealed they had illegally accepted real estate gifts during the Yameen administration. The JSC reported that a total of 393 complaints were submitted against judges during the year; 46 cases were closed, and of those, misbehavior was found in 24.Recent amendments to the Judicial Service Commission Act have the potential to bring positive changes to the Maldives, specifically regarding the impeachment of judges. However, the composition of the JSC must remain neutral if the provisions are to be upheld. In 2022, the JSC is still widely considered to be compromised because its members hold political affiliations.In 2019, the government appointed the first two women to the Supreme Court, despite Islamist objections. In September 2020, a woman was appointed to the Criminal Court bench for the first time in the country’s history, and there was a record number of female judges in the Maldivian judiciary at the end of 2022.",2,"Police have regularly engaged in arbitrary arrests, often to disrupt opposition activities, protests, or the work of journalists. Due process rights are not well enforced in practice, and under Yameen, opposition figures were subjected to deeply flawed trials on politically motivated charges. The Maldives Police Services Act of 2020 was intended to improve internal police governance, but it has resulted in few changes in practice thus far. Pretrial detention is common, accounting for nearly 30 percent of those currently held in detention facilities in the country. Many are held in pretrial detention for inordinately long periods due to delays in investigation and trial processes. The Maldives also imposes imprisonment for nonpayment of debt through contempt-of-court rulings.In December 2020, President Solih signed into law a bill establishing a transitional justice mechanism to investigate and redress human rights abuses from 1953–2018. The Ombudsman’s Office for Transitional Justice opened in January 2021 and has since reported that it has probed 452 cases that were submitted to the office in accordance with the Transitional Justice Act.The Transitional Justice Office held both closed and public hearings on the Thinadhoo forced eviction case, which was brought forward by the Thinadhoo Council and included testimonials from victims and their families. The case requested a formal apology from the state, the upholding of violated rights, and the seizure of 50 percent of the assets of all perpetrators as compensation. The 1962 forced eviction of the island is considered one of the greatest atrocities committed by a Maldivian government.",1,"The constitution and the Anti-Torture Act ban torture, but police brutality and the abuse of detainees and prison inmates remain problems, and impunity remains the norm. Flogging and other forms of corporal punishment are authorized for some crimes, and flogging sentences have been issued in practice for offenses such as extramarital sex. Prisons are overcrowded, inmates reportedly lack proper access to medical care, and human rights groups have reported numerous unexplained deaths in custody.",2,"Gender-based discrimination in employment is prohibited by law, but women continue to face discrimination in practice. Girls and women from underprivileged backgrounds are disproportionately affected by Sharia (Islamic law) penalties for crimes like fornication and adultery.Migrant workers—who account for approximately a third of the population—encounter disparate treatment by state authorities and have difficulty accessing justice. In 2020, thousands of migrant workers with unclear immigration status were arbitrarily deported during the COVID-19 pandemic.Same-sex sexual acts and marriage are prohibited by law and can draw prison sentences, corporal punishment, and even threats of citizenship revocation. As a result, LGBT+ people rarely report societal discrimination or abuse. In 2022, a blackmail ring targeting gay men identified four individuals as gay. They were arrested and later charged under laws that criminalize same-sex relations.",2
mali,"The judiciary is beholden to the executive, despite constitutional guarantees of judicial independence. Judges are appointed by the president, while the minister of justice supervises both law enforcement and judicial functions.In July 2020, President Keïta announced the removal of Constitutional Court judges as part of an effort to resolve the country’s postelection political impasse. That August, nine judges were appointed to the court; three were named by Keïta, three by National Assembly president Moussa Timbine, and three by a judicial council. The appointments were met with criticism due to the involvement of a Keïta ally in the judges’ installation.Militant attacks against judicial personnel have prompted some judges to vacate their posts.",2,"Due process rights are inconsistently upheld. Detainees are not always charged within the 48-hour period set by law, and arbitrary arrests are common. Detainees also face extended pretrial detention periods. High costs and lengthy procedures inhibit access to the justice system. After a deadly 2015 terrorist attack in Bamako, a national state of emergency remained in force for several years. The emergency designation gave security services greater authority to search homes without a warrant, detain suspects, and restrict protests. The military government suspended that state of emergency after taking power in August 2020, though a COVID-19-related state of emergency was declared in late December 2020. Due process rights were not consistently upheld for high-ranking officials detained by the military in the August 2020 coup d’état. The Truth, Justice, and Reconciliation Commission created in 2014 is responsible for investigating human rights violations committed since 1960, but its activities are restricted by the rise of terrorist activities and intercommunal tensions within Mali’s borders. Due process is not upheld in areas under militant control.",1,"The security situation in Mali continued to deteriorate in 2022, leading to a decline in the protection of human rights in the country; MINUSMA documented a nearly 50 percent increase in human rights violations and abuses during the first half of the year compared with the previous six months. Islamist militant groups that were not party to a 2015 peace agreement signed in Algiers continue to carry out acts of violence against civilians in the northern and central regions. In August 2022, the UN Independent Expert on Mali noted that the country was experiencing a resurgence of extremist violence; that December, multiple northern armed groups pulled out of the Algiers peace agreement. Since 2012, militant groups affiliated with the Islamic State in the Greater Sahara (ISGS) have regularly enforced brutal punishments—including stoning and amputation—on civilians they accuse of crimes. Ongoing instability has contributed to the spread of organized crime and accompanying violence and kidnappings. In April 2021, French journalist Olivier Dubois was abducted by the Support Group for Islam and Muslims (GSIM), a militant group with reported links to Al-Qaeda. Dubois was still being held hostage at year-end 2022. Hundreds of civilians were killed in conflict throughout 2022. The Katibat Macina armed group killed some 132 civilians in a two-day period in June during multiple attacks in Bankass district. Malian military personnel have been known to engage in human rights violations, including extrajudicial killings, forced disappearances, and arbitrary arrests. In March 2022, Malian military forces and members of the Wagner Group allegedly executed 300 civilian men over a five-day period in Moura, a town in central Mali. Foreign forces have played an important role in supporting the government’s fight against violent extremist organizations. After nine years of providing military support in Mali, the French government announced plans to withdraw its troops in February 2022; the last French soldiers left in August. Several other countries announced plans to withdraw their forces from MINUSMA during 2022. The UK cited the presence of the Wagner Group as part of its reason for leaving. In July, Malian authorities arrested 49 Côte d’Ivoire soldiers upon their arrival in Mali, claiming that they were mercenaries who had entered the country without permission. Ivorian officials condemned the arrests, saying that the soldiers had been sent to take part in MINUSMA. In December, a Malian court sentenced 46 of the soldiers to 20 years in prison for undermining Malian security; the other 3 soldiers, who had been released in September, were issued death sentences in absentia.Prisons are characterized by overcrowding, insufficient medical care, and a lack of proper food and sanitation.",0,"Members of a northern caste known as Black Tamasheqs face societal discrimination, including slavery-like treatment and hereditary servitude. Authorities sometimes deny them official documents or discriminate against them in housing, schooling, and police protection.Arabs and Tuaregs also face discrimination. In 2020, Arab and Tuareg merchants in Timbuktu reported that they commonly faced blame for criminal and jihadist activity in the region.Same-sex sexual acts are legal, but LGBT+ people face discrimination, including cases of violence by family members that is meant as a corrective punishment.Although the constitution nominally guarantees equal rights and prohibits discrimination based on sex, men and women do not have the same legal status, and women are required by law to obey their husbands. Sexual harassment is not prohibited by law and is a common practice in schools and the workplace.Conditions in northern Mali have left many refugees unable or unwilling to return, as continuing insecurity in the region complicates resettlement. The Office of the UN High Commissioner for Refugees (UNHCR) counted almost 198,000 Malian refugees living in asylum countries and more than 440,000 internally displaced persons (IDPs) as of the end of 2022.",1
malta,"The judiciary is generally impartial. Judges are appointed by the president on the advice of the prime minister, who in turn receives recommendations from an independent Judicial Appointments Committee (JAC) headed by the chief justice. Under 2020 constitutional reforms, the attorney general is no longer a member of the JAC, and the chief justice is appointed on the basis of a two-thirds majority vote in Parliament.",4,"Police and prosecutors typically observe due process guarantees, including access to defense counsel and protection against arbitrary arrest. However, court cases take far longer to resolve than the median among CoE member states.",4,"Residents generally enjoy physical security and freedom from unlawful violence. However, some prisoners and detained migrants have been subjected to physical mistreatment, including torture, in recent years. In 2021, the European Union (EU) Agency for Asylum disclosed that it had received reports of such abuse, and the director of Malta’s prisons was dismissed amid evidence of ill-treatment and suicides among inmates. An official inquiry into prison conditions was conducted, and the government pledged to adopt its recommended reforms. However, the former prisons director was subsequently appointed as a government envoy in Libya to oversee cooperation on combating illegal migration. In October 2022, his successor in the prisons post was charged with threatening an ambulance driver with a gun.",3,"Discrimination based on gender, race, sexual orientation, or religion is prohibited by law, and this ban is generally enforced. Transgender people may express their gender identity on government documents. However, a pay gap persists between men and women, and a survey of public opinion published in February 2022 indicated a high level of racial prejudice in society.While Malta has committed to comply with international and EU rules on refugees and asylum seekers, NGOs working with such individuals sometimes report police harassment and hostility from far-right groups. Many asylum seekers are held in detention centers under overcrowded and unsanitary conditions. Maltese authorities have also been criticized for resisting the acceptance of migrants rescued at sea, avoiding their own obligation to conduct rescues, and encouraging pushbacks of migrant vessels to North Africa.",3
marshall-islands,"The constitution provides for an independent judiciary, and the judiciary generally operates without political interference. Judges are appointed by the cabinet on the recommendation of the Judicial Service Commission, and the legislature confirms the appointments. High Court and Supreme Court judges can only be removed by a two-thirds vote in the Nitijela, for clear failure or inability to perform their duties or for serious crimes or abuses.",4,"The authorities generally observe legal safeguards against arbitrary arrest and detention. The state provides lawyers for indigent defendants, and due process standards for trials are upheld.",4,"Violent street crime and other such threats to physical security are relatively rare, though conditions in the country’s few prison and jail facilities are sometimes overcrowded or otherwise below international standards.Dangerous radiation levels on various atolls of the RMI—with levels similar to those observed after the 1945 atomic bombing of Hiroshima and the 2011 Fukushima nuclear accident—were caused and hidden by the US military but have been reported on in recent years. From the 1940s through the 1950s, the US military displaced Marshallese living on various atolls, detonated 67 nuclear bombs, destroyed entire islands, and dumped 130 tons of irradiated soil from Nevada into Runit Dome on the atoll Enewetak. Further, the US government withheld key information about the contents of Runit Dome and falsely claimed it would be safe for the Marshallese to return before the 1986 CFA was signed. An international tribunal created by the RMI and United States in 1988 acknowledged $2.3 billion in claims to be paid by the US government; only $4 million had been paid out by 2010.In 2019, then president Heine called on the US government to pay to repair Runit Dome, which was found to be leaking, further endangering the nearby population. In 2020, the United States declared that Runit Dome was safe, despite RMI–provided evidence to the contrary. The RMI’s Nuclear Commission claimed that the US report contained no new analysis and ignored evidence and information from local communities. In 2021, members of a US House of Representatives subcommittee criticized the Biden administration, saying that its stance on Runit Dome was affecting CFA renewal negotiations. In September 2022, RMI negotiators called off scheduled talks on revising the CFA, saying that the US government was unwilling to meaningfully address the country’s nuclear legacy.",4,"Women generally enjoy equal treatment under the law, but there is no explicit ban on discrimination in employment, and women face disadvantages in the workplace in practice. While same-sex sexual activity was decriminalized in 2005, discrimination based on sexual orientation and gender identity is not prohibited by law.",3
mauritania,"Mauritania’s judiciary lacks independence. The president has the power to unilaterally appoint many key judges, including three of the six judges on the Constitutional Court and the chair of the Supreme Court. The courts are subject to political pressure from the executive branch. Instances of judges facing retaliatory measures for issuing rulings against the government have been reported.",1,"Due process rights are often not respected in practice. Suspects are frequently arrested without being informed of the charges against them. Lengthy pretrial detentions are common. Arbitrary arrests of opposition politicians, journalists, and human rights activists occur with some frequency.",1,"Torture and abuse occur in prisons and detention centers, and perpetrators are rarely held accountable. Prisons are plagued by violence, are overcrowded, and lack basic sanitation; food shortages are also common. Children are sometimes held with the adult prison population. Police frequently beat suspects following their arrest.",1,Same-sex sexual activity is illegal in Mauritania and punishable by death for men. LGBT+ individuals generally hide their sexual orientation or gender identity due to severe persecution. Racial and ethnic discrimination remains a serious problem.Sharia law as applied in Mauritania discriminates against women. The testimony of two women is equal to that of one man. Female victims of crime are entitled to only half the financial compensation that male victims receive.,1
mauritius,"The generally independent judiciary administers a legal system that combines French and British traditions. However, judicial independence has been questioned in some cases involving politicians.Mauritius has maintained the right of appeal to the Privy Council in London.",3,"Constitutional guarantees of due process are generally upheld. However, Mauritian criminal law allows police to charge suspects provisionally and then hold them for months until a formal charge is issued. Due to court backlogs, many of those being held in prison are in pretrial detention, and some detainees reportedly wait years before facing trial.",4,"Mauritius is free from war and insurgencies. In 2016, the Independent Police Complaints Commission (IPCC) was formed to manage complaints. However, allegations of abuse by police continue.",3,"Though the law and the Equal Opportunities Commission (EOC) do not allow for discrimination in the workforce, some citizens view economic leadership as closed to ethnic minority groups. Chagossians and other ethnic minorities form an underclass, while Hindu Mauritians are more privileged, albeit within a differentiated ethnic structure with remnants of a caste system. Mauritius fervently maintains its claim to the Chagos Archipelago, but Chagossian people claim they suffer from a system of colonial exploitation.  In a 2022 study, the World Bank found that Mauritian women and girls continue to face gender-based violence, gender gaps, and disadvantageous social norms. There is a 26 percent gender gap in workforce participation, and women generally earn less money than men for equal work.LGBT+ people face discrimination and the risk of targeted violence. While rarely invoked, laws that criminalize same-sex relations remain on the books.",3
mexico,"The SCJN has been regarded in recent years as generally independent, but a series of appointments of justices viewed as close to the government has raised concerns about diminished autonomy under López Obrador. Such concerns persisted in 2022; in April, four US congresspeople expressed concern that the Mexican judiciary has become increasingly politicized during the López Obrador administration. The congresspeople alleged that the Attorney General’s Office (FGR), an autonomous entity, has aligned with the president in practice, an allegation that López Obrador denied. In December 2022, Roberto Elías, a judge in Zacatecas, was shot and killed; four members of a drug cartel were charged with his murder later the same week. Authorities have alleged that Judge Elías’s assassination, which remained under investigation at year’s end, was ordered because of rulings he made in his official judicial capacity.",2,"Mexico’s justice system is plagued by delays, unpredictability, and corruption, which often lead to impunity for perpetrators of crimes. Implementation of an adversarial system was technically completed in 2016 and generated some improvements, but judicial system capacity remains inadequate. A lack of political commitment to prosecutorial autonomy and disinterest in deep reform has limited the efficacy of a 2018 overhaul of the prosecutorial services. Attorney General Alejandro Gertz Manero has been subjected to increasing criticism in recent years as frustration has mounted with the contrast between the agency’s lethargy in matters including corruption and disappearance cases and its punitive zeal in pursuit of organized crime charges against scientists and other matters in which Gertz took personal interest. Widespread bribery, limited capacity, and weak coordination undermine the integrity of the lower courts and law enforcement agencies. According to a 2021 government report, the vast majority of crimes committed in 2020 went unreported, largely because underpaid police were viewed as either inept or in league with criminals. Widely publicized raids often result in the release of accused criminals due to grave procedural deficiencies. Amid faltering efforts to improve investigative and prosecutorial competence and efficacy, the López Obrador administration has sought to harden penalties and limit defendants’ rights, producing a sharp rise in the use of preventive detention and a rapidly increasing rate of prisoners in pretrial detention, most of whom are poor people charged with minor crimes.",1,"Mexicans are subject to the threat of violence at the hands of multiple actors, including individual criminals, criminal gangs that operate with impunity, and police officers who are often susceptible to bribery. A missing-persons registry—which continues to grow despite increased government efforts in recent years—reflects an epidemic of enforced disappearances. Mexicans in police or military custody are at risk of torture by the authorities, and must also navigate a prison system that respects neither due process nor physical safety.Abuses during arrests and criminal investigations are rife, and detainees report routine physical abuse while being detained and held. The 2017 General Law on Torture established a prohibition on the use of torture and disqualified evidence obtained through its use. Though it has contributed to mild progress in excluding torture-based confessions from prosecutions, impunity remains almost universal. Human rights advocates consistently express concern about a lack of accountability for abuses committed by members of the military, including torture, forced disappearances, and extrajudicial executions. Only a handful of soldiers have been convicted in civilian courts for abuses against civilians, despite myriad reports implicating state security forces in grave human rights abuses. Forced disappearances and killings remain a crisis. The 2017 General Law on Disappearances removed the statute of limitations on missing-persons crimes, but progress remains very limited. As of September 2022, missing-persons cases in the national registry numbered over 105,000, and at least 52,000 bodies remained unidentified. A 2021 report by the Washington Office on Latin America covering 26 states found only 25 convictions on disappearance charges between 2018 and 2020; federal prosecutors made even fewer advances.The kidnapping and presumed deaths of 43 students in Guerrero in 2014 remains a watershed case. President López Obrador created a presidential commission to investigate the case after taking office, and in 2019 a new special prosecutor was assigned to manage it. In August 2022, the government published the preliminary findings of the commission, which alleged that the students’ disappearance was a “crime of the state.” Dozens of arrest warrants were issued, and former attorney general Jesús Murillo Karam was arrested on charges of forced disappearance, torture, and obstruction of justice. However, in September, the special prosecutor unexpectedly resigned, and days later, an Inter-American Commission on Human Rights (IACHR) group of experts released a report alleging that members of López Obrador’s administration had been obstructing the investigation, particularly by intervening to protect members of the military from prosecution. Critics have expressed concern that López Obrador’s administration rushed the commission for political reasons. Significant portions of the commission’s evidence could not be verified, causing the case against Murillo to be suspended and over a dozen arrest warrants for military suspects to be revoked by October. Investigations into the disappearance remained ongoing at year’s end. As in previous years, the government’s primary response to insecurity hotspots was the deployment of militarized forces. In 2019, a law pushed by President López Obrador established a nominally civilian-led gendarmerie that drew from the Army, Navy, and federal police. This National Guard has been sharply criticized by rights advocates for reinforcing the militarization of public security. Homicides have plateaued in recent years, but remained near historic highs in 2022. Violence linked to organized crime was particularly acute in Zacatecas, Baja California, and Colima. While large organizations like the Jalisco New Generation Cartel (CJNG) and the Sinaloa Cartel continue to drive insecurity in some areas, the splintering of other criminal groups, along with the diversification of their revenue sources, has made efforts to combat the violence even more daunting. Mexican prisons remain highly unsafe, with inmates commonly engaging in criminal activity while incarcerated.",1,"Mexican law bans discrimination based on ethnic origin, gender, age, religion, and sexual orientation. Nevertheless, lighter-skinned Mexicans enjoy substantial social advantage compared to Indigenous people and other distinct groups. The large Indigenous population experiences social and economic discrimination, and approximately 77 percent of Indigenous people live in poverty. Southern states with high concentrations of Indigenous residents suffer from deficient services. Because Indigenous groups are in particular danger from criminal violence, communities in Guerrero and Michoacán have formed self-defense groups, some of which were subsequently legalized. In 2021, a sharp rise in organized crime threats and violence targeting Indigenous communities prompted a wave of self-defense group formation in Chiapas. Afro-Mexicans face discrimination; the 2020 census included an option for Afro-Mexican self-identification for the first time.LGBT+ people have strong legal protections, but they are unevenly enforced. Transgender women in particular face discrimination and violence.Migrants from Central America and other regions, many of whom move through Mexico to reach the United States, have long faced persecution and criminal predation. The López Obrador administration initially sought to protect migrants, but reversed course in 2019 under US threats of punitive economic measures. In response, the National Guard was ordered to block or arrest migrants moving northward, a policy that led to both record detentions and numerous complaints of serious rights abuses in 2021. In January 2021, the bodies of 19 murder victims, including multiple migrants, were found in Tamaulipas, leading to murder charges against 12 Tamaulipas police officers.The combination of increasing migration and a series of US policies, including the 2019 Migrant Protection Protocols (MPP) and the rapid deportations implemented in response to the COVID-19 pandemic, have resulted in tens of thousands of people stranded in border cities like Ciudad Juárez and Nuevo Laredo and facing extreme risk of kidnapping and extortion. The government has made some remediation efforts, but conditions along the border have remained highly precarious.",1
micronesia,"The judiciary is independent. The chief justice, who administers the judicial system, and the associate justices of the Supreme Court are appointed by the president with the approval of a two-thirds majority in Congress. They are appointed for life-long terms and cannot be removed arbitrarily.",4,"The police respect legal safeguards against arbitrary arrest and detention, and defendants are generally provided with basic due process guarantees surrounding trials and appeals. However, a shortage of lawyers may sometimes impair detainees’ access to counsel in practice.",4,"Criminal activity does not pose a major threat to physical security, though police have struggled to deal with illegal fishing. Mistreatment of individuals in custody is known to occur.",4,"The constitution gives citizens equal protection under the law and prohibits discrimination based on race, ancestry, national origin, gender, sexual orientation, language, or social status. In 2018, Congress passed a landmark law prohibiting discrimination based on sexual orientation, which then president Christian signed. However, the law did not mention gender identity, leaving transgender people vulnerable to continued discrimination.Half as many women enjoy formal employment as do men, and women generally participate far less in the formal and informal labor markets.",3
moldova,"Moldova’s judicial branch is highly susceptible to political influences that hamper its independence. Judicial appointment processes lack transparency. In a February 2022 report, the CoE’s Group of States against Corruption said that Moldova did not implement its previous recommendations for judicial reform. In June 2022, local media outlets reported that President Sandu had rejected the candidacies of 13 individuals recommended by the Superior Council of Magistracy (CSM) for extended terms as judges. The president’s office cited disciplinary issues involving some of the candidates. In October, Sandu accepted 14 other CSM candidates.",1,"Due process rights are poorly upheld in the Moldovan justice system. Lengthy judicial processes are common, and judges face heavy caseloads. Moldovans at times seek speedier redress at the European Court of Human Rights (ECtHR). In October 2021, Prosecutor General Alexandr Stoianoglo was arrested on charges relating to corruption and abuse of power. In June 2022, the ECtHR shared complaints lodged with the government by Stoianoglo, who said he was illegally arrested and was suspended from his post for political reasons. In a September statement, the Justice Ministry maintained that the government did not violate the European Convention on Human Rights (ECHR) in its treatment of Stoianoglo.A criminal trial against Ilan Șor, who was accused of involvement in the 2014 banking scandal and fled Moldova in 2019, was still ongoing at the end of 2022, and court hearings have been repeatedly postponed.",1,"Prisoners and detainees face maltreatment and torture, and the officials responsible for such abuses generally enjoy impunity. The perpetrators of acts of torture and maltreatment against postelection protesters in 2009 remain largely uninvestigated and unpunished. Those involved in the case of Andrei Braguța, who died in police custody in 2017 after a traffic violation, have not yet been adequately sentenced.In March 2022, the ECtHR ruled that Moldova had violated the ECHR in its treatment of the late Serghei Cosovan, a businessman who received a prison term in 2018 and fell gravely ill while in detention. Cosovan was released from prison in 2019 and died in 2021 due to his illness.",2,"The 2012 Moldovan Law on Ensuring Equality provides a framework for preventing and addressing discrimination. The law’s main operational body, the Equality Council, has been praised for its effective work and principled stances on complex discrimination issues, but it has been underfunded by successive governments.Women, people with disabilities, Roma, members of linguistic minority groups, Muslims and other non-Orthodox believers, people of African and Asian descent, older residents, and LGBT+ people often face employment discrimination. Some of these groups also encounter discrimination in education, housing, and public services. Hate speech against minority groups is promoted by some media outlets and public figures.Schools and universities generally do not provide education in the Ukrainian, Gagauz, Bulgarian, or Romany languages. Low-quality public schools in the south, attended by many Gagauzians and Bulgarians, often fail to prepare graduates for admission to Romanian-language universities.Moldova hosted 96,000 Ukrainian refugees as of November 2022. While the country has largely welcomed these refugees, the Roma among them have faced mistreatment and discrimination. In April, the European Roma Rights Centre (ERRC) reported that Romany refugees were placed in segregated housing with poor living conditions. In May, Human Rights Watch (HRW) noted that Roma were sometimes denied access to publicly run facilities. In August, a group of Romany refugees were tear-gassed by security personnel after an altercation at a canteen. The ERRC filed a complaint with prosecutors and the Equality Council over the incident in October, prompting a criminal investigation.",2
monaco,"The constitution provides for an independent judiciary. The prince names five full members and two judicial assistants to the Supreme Court based on nominations by the National Council, government bodies, and the lower courts. The recruitment process for judges lacks transparency, which contributes to a perception that they may lack independence. The Judicial Service Commission (CSJ) is responsible for ensuring the independence of the judiciary. While the CSJ’s autonomy was recently strengthened, only some of its members are selected by their peers. CSJ activity reports are not publicly available. The state secretary for justice, formerly known as the director of judicial services, oversees the judicial and law enforcement systems and is responsible only to the prince. Approximately half of the judges in Monaco are Monégasque nationals, and the other half are French nationals.Concerns about judicial independence resurfaced in 2019, when the director of judicial services turned down a request for a three-year term renewal from the judge overseeing the investigation into the Rybolovlev corruption scandal. The director was replaced later that year.",3,"Due process rights are generally respected. Defendants are presumed innocent until proven guilty and are informed of the charges against them promptly. Defendants have access to attorneys and sufficient time to prepare a defense. A 2021 report by the CoE’s Committee for the Prevention of Torture and Inhuman or Degrading Treatment or Punishment criticized the relatively poor conditions of the Remand Prison and the size of court waiting cells, though the body reported that prisoners were generally well-treated.",4,The population faces no major threats to physical security. Violent crime and excessive use of force by police are both rare in Monaco.,4,"Monaco lacks a law that broadly prohibits discrimination based on race or ethnicity, though insults and defamation on such grounds are illegal. In the absence of a comprehensive law, Article 14 of the European Convention on Human Rights (ECHR) is used to prevent and punish discrimination.The law prohibits discrimination based on gender, and women’s rights are generally respected. However, the European Commission against Racism and Intolerance (ECRI) has noted that women do not enjoy the same rights to social benefits as their male counterparts, as men receive head-of-household status by default, and has called for the establishment of a program guaranteeing the equal treatment of LGBT+ people.A law passed in June 2021 and gazetted that July provides legal status to non-Monégasques who were born or adopted in Monaco and have since resided in the country. Individuals in the “Children of the Nation” category, who were previously regarded as foreigners, would effectively receive expanded access to housing and employment under this legislation.",3
mongolia,"Judges are appointed by the president on the recommendation of the Judicial General Council, whose five members in turn are nominated by the three tiers of courts, the bar association, and the Justice Ministry. However, legislation passed in 2019 allows the NSC to recommend the dismissal of judges. President Khürelsükh announced in September 2021 that he would voluntarily relinquish his authority to appoint judges to allow for greater judicial independence. However, this has not yet been codified in legislation.Corruption and political influence in the daily work of judges remain concerns.",2,"Due-process rights are generally respected, but cases of arbitrary arrest and detention have been reported. The right to a fair trial can be undermined by intimidation or bribery.",3,"While Mongolians face few major threats to physical security, there have been reports of police illegally using physical abuse to obtain confessions. Some prison and detention facilities feature insufficient nutrition, heat, and medical care.",3,"There are no formal barriers to equal treatment under the law. Discrimination based on gender, race, sexual orientation, gender identity, and other categories is prohibited. However, women and LGBT+ people continue to face societal discrimination and harassment, including in the workplace. Public events in support of LGBT+ equality have grown in attendance and visibility over the past several years.Rape and other acts of sexual violence against LGBT+ people have historically gone unprosecuted. A 2017 criminal code revision includes stronger protections for this community; law enforcement officials have gradually received training to comply with the new code.",3
