Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
kiribati,"While there are no significant constraints on internal freedom of movement, the government did impose overnight curfews in South Tarawa and Betio in May 2021, after two crewmembers of a fishing vessel tested positive for COVID-19. In January 2022 the country entered another lockdown as the virus’s Omicron variant spread through Tarawa; most travel restrictions had been lifted by early August.",4,"The government operates a system of land registration and generally upholds property rights. Land is owned on either an individual or a kinship basis, and inheritance laws pertaining to land favor sons over daughters.",3,"There are few legal restrictions on personal freedom regarding matters such as marriage and divorce, though same-sex marriage is not permitted, and citizenship laws allow fathers but not mothers to confer citizenship on children. Domestic violence is criminalized but remains a serious and widespread problem. A 2019 survey in South Tarawa found that 38 percent of women had experienced physical or sexual violence by a male partner. Cultural norms deter formal complaints and police interventions.",3,"There are few economic opportunities in Kiribati, with most citizens engaged in subsistence agriculture, fishing, and other informal-sector activities that lack effective legal safeguards on issues like wages and working hours. According to the US State Department, the public sector accounts for some 80 percent of formal employment. Although forced labor and other exploitative working conditions are uncommon, local women and girls are vulnerable to commercial sexual exploitation, often involving the crews of visiting ships.Under the Occupational Safety and Health Act of 2015, children and adolescents are restricted from professions considered dangerous. The Employment and Industrial Relations Act of 2015 sets the minimum employment age for most work at 14 years and the minimum age for “hazardous” work at 18. Enforcement of these laws, while active, is limited by financial constraints.",3
kosovo,"Freedom of movement and residence is somewhat restricted in Kosovo, especially for those living in ethnic Serb areas. In August 2022 the governments of Kosovo and Serbia reached an agreement on travel identification that made cross-border movement easier. Tensions rose over Kosovo authorities’ plan to issue fines for those with Serb-issued license plates, but a deal that deescalated the situation was reached in November.",3,"The legal framework on property rights is poorly outlined, and those rights are inadequately enforced in practice. While the law states that inheritance must be split equally between male and female heirs, strong patriarchal attitudes lead to pressure on women to relinquish their rights to male family members. A number of policies incentivize co-ownership, where couples who wish to register their properties jointly have their municipal taxes and fees waived. However, this has not significantly increased the percentage of properties owned by women. Property reclamation by displaced persons is hindered by threats of violence and local resistance to accepting returnees.",1,"Domestic violence remains a problem. When criminal cases are referred, prosecutions and convictions are rare. Rape is illegal, but spousal rape is not addressed by the law. Courts often give convicted rapists sentences that are lighter than the prescribed minimum.Same-sex marriage is not legally recognized in Kosovo, though LGBT+ activists say that provisions in the constitution implicitly permit same-sex marriages. In March 2022, a draft civil code with provisions for the registration of same-sex civil unions was rejected by parliament, triggering protests.",2,"Kosovo is a source, transit point, and destination for human trafficking. Children are at particular risk of exploitation by traffickers, who can force them to beg or engage in sex work. Labor laws intended to protect employees’ rights exist, but are frequently violated in practice.",2
kuwait,"Kuwait generally does not constrain citizens’ movement, but migrant workers often face de facto restrictions on travel and place of residence. The labor sponsorship system limits migrant workers’ freedom to change jobs without permission from their existing employer.",2,"Kuwaiti law allows citizens and foreign nationals, but not bidoon, to own private property. Although the law permits the establishment of businesses, bureaucratic obstacles sometimes slow the process, and fair competition can be impaired by nepotism or corruption. Companies are legally prohibited from conducting business with citizens of Israel.Sharia-based inheritance rules, particularly those pertaining to Sunni families, put women at a disadvantage.",1,"Personal status laws favor men over women in matters of marriage, divorce, and child custody. For example, Sunni women must have the approval of a male guardian to marry and are only permitted to seek a divorce when deserted or subjected to domestic violence. Domestic abuse and spousal rape are not specifically prohibited by law, and rapists can avoid punishment if they marry their victims.Article 153 of the penal code classifies crimes in which a man kills a close female relative whom he has caught in “an unsavory sexual act” as misdemeanors, punishable by at most three years in prison. Such incidents are rare but not entirely unknown; a local civil society campaign seeks to eliminate the penal code provision.A 2020 law designed to combat domestic violence provides for shelters, restraining orders, and legal assistance for victims, among other components. However, it does not criminalize domestic violence or cover gender-based violence outside the immediate household.In February 2022, the Constitutional Court found Article 198 of the penal code, which criminalizes “imitating the opposite sex,” to be unconstitutional. Despite this positive step, transgender people still experience discrimination based on their appearance, and several Islamist members of parliament have called for a new law to replace Article 198.",2,"Foreign household workers and other migrant workers are highly vulnerable to abuse and exploitation, often forced to live and work in poor or dangerous conditions for low pay. Despite some legal protections designed to prevent mistreatment, many employers reportedly confiscate their household workers’ passports, subject them to excessive working hours, and restrict their movements outside the home. Recruiting agents are known to hold female migrant workers for ransom, demanding money from their families before they could return home. Other migrant workers have been repatriated by the state labor bureau after being refused payment or otherwise harassed or abused by their employers.",1
kyrgyzstan,"The government generally respects the right of unrestricted travel to and from Kyrgyzstan, though journalists and human rights activists sometimes face bans and other obstacles. Barriers to internal migration include a requirement that citizens obtain permits to work and settle in particular areas of the country. Since 2021, following the outbreak of armed conflict along the border between Kyrgyzstan and Tajikistan, the Tajikistani government has reportedly denied ethnic Kyrgyz residents of Tajikistan the ability to cross into Kyrgyzstan.",2,"The misuse of personal connections, corruption, and organized crime impair private business activity. The ethnic violence of 2010 has affected property rights in the south, as many businesses, mainly owned by ethnic Uzbeks, were destroyed or seized.",2,"Cultural constraints and inaction by law enforcement officials discourage victims of domestic violence and rape from contacting the authorities. Legislation enacted in 2017 aimed to broaden the definition of domestic abuse and improve both victim assistance and responses from law enforcement bodies, but the law is weakly enforced.The practice of bride abduction persists despite the strengthening of legal penalties in 2013, and few perpetrators are prosecuted.",2,"The government does not actively enforce workplace health and safety standards. Child labor is restricted by law but reportedly occurs, particularly in the agricultural sector. The trafficking of women and girls into forced prostitution abroad is a serious problem. Police have been accused of complicity in the trafficking and exploitation of sex trafficking victims, and reportedly accept bribes from traffickers. Kyrgyzstani men are especially vulnerable to trafficking for forced labor abroad.",1
laos,"The dominance of the LPRP over most aspects of society can effectively restrict individuals’ ability to choose their place of residence, employment, or education. Freedom of movement is sometimes restricted for ethnic Hmong.",2,"All land is owned by the state, though citizens have rights to use it. Violations of land rights have become a source of public discontent in recent years. Villagers who live on or near the sites of planned dams and other development projects are often forced to leave their homes and fields without adequate compensation. Construction began on a high-speed rail line from China through Laos in 2016, resulting in large-scale displacement; the rail line was inaugurated in late 2021.",1,"Social freedoms can be restricted, especially for women and children. Domestic violence is apparently widespread but rarely reported to police. Abortion is illegal and only permitted when the mother’s life is at risk. Marriage among girls younger than 18 is allowed with parental permission and fairly common in practice, especially in rural areas.",2,"Regulations against unsafe or exploitative working conditions are poorly enforced. Trafficking in persons is common, and enforcement of antitrafficking measures is hindered by a lack of transparency and weak rule of law. The US State Department’s Trafficking in Persons Report 2022 notes that the Laotian government is working to combat human trafficking, but calls its efforts to identify Laotian and foreign survivors insufficient. The country’s worsening economic situation since the COVID-19 pandemic has prompted greater trafficking of women to China and a massive migration of workers, usually illegally, to Thailand and other neighboring states.",1
latvia,Citizens and noncitizens may travel freely within the country and internationally. Movement restrictions imposed during the COVID-19 pandemic were generally seen as legitimate public health measures.,4,"The legal and regulatory framework supports an environment in which property rights are respected and people may freely operate businesses, though corruption can impede business activities.",4,"Individual freedom regarding personal status matters such as marriage and divorce is generally upheld, but a constitutional ban on same-sex marriage was adopted in 2005. While lawmakers have repeatedly declined to pass legislation recognizing same-sex partnerships, in May 2022, following interpretations of the constitution by the Constitutional Court and the Supreme Court, the Administrative District Court issued a judgment that recognized a same-sex couple as being in “a public legal relationship.”Laws on domestic violence encompass various forms of abuse and provide for protection orders and criminal charges. However, police do not always take meaningful action when cases are reported. Latvia had not yet ratified the Council of Europe’s Istanbul Convention on violence against women as of 2022.",3,"Legal protections against exploitative working conditions are generally upheld, though enforcement is uneven in the large informal sector of the economy. Informal workers are more vulnerable to labor abuses and recruitment into criminal enterprises. According to Eurostat, 26 percent of Latvia’s population was at risk of social exclusion or poverty as of 2021.The US State Department’s 2022 Trafficking in Persons report found that Latvia’s residents are subject to trafficking for sexual exploitation, domestic servitude, and forced labor abroad, while a growing number of foreign migrant workers in Latvia are exposed to labor exploitation.",3
lebanon,"Citizens enjoy constitutional and legal rights to freedom of movement. With few formal restrictions, they are able to travel within Lebanon. Nevertheless, citizens find it extremely difficult to transfer official places of residence for voting purposes. They also face de facto sectarian boundaries and militia checkpoints in some areas.Noncitizens are subject to much harsher restrictions on movement. Many Palestinians classified as refugees live in designated camps, and access to those areas is controlled and often constrained by Lebanese security services. Many Syrian refugees live in informal camps or smaller settlements, and are subject to curfews and other obstacles to movement.Migrant workers face severe restrictions on movement under a sponsorship system that revokes their residency rights if they are dismissed by their designated employers. Employers often confiscate migrant workers’ passports, further reducing their autonomy.",1,"Lebanese law protects citizens’ rights to own property and operate private businesses, but powerful groups and individuals sometimes engage in land-grabbing and other infringements without consequence, and business activity is impaired by bureaucratic obstacles and corruption.Refugees, including longtime Palestinian residents, have few property rights. Women have weaker property rights than men under the religious codes that govern inheritance and other personal status issues in Lebanon, and they often face family pressure to transfer property to male relatives.",2,"Because the religious codes and courts of each confessional community determine personal status law in Lebanon, people’s rights regarding marriage, divorce, and child custody depend on their affiliation, though women are typically at a disadvantage compared with men. The incidence of child marriage has reportedly increased in recent years, particularly among refugee populations. Partners seeking to enter an interfaith marriage often travel abroad, as Lebanon recognizes civil marriages performed elsewhere. Women cannot pass Lebanese citizenship to non-Lebanese spouses or children of non-Lebanese fathers. Same-sex marriage remains illegal in Lebanon. However, transgender people have some legal precedent allowing them to live publicly based on their gender identity; a 2016 Court of Appeals ruling allowed a transgender man to legally change his gender in the civil registry and supported the plaintiff’s desire to seek gender confirmation surgery.",2,"Citizens’ communal affiliation can either enhance or restrict their economic opportunities in a given area, company, or public-sector entity, depending on which group is in a dominant position. Individuals must also contend with political patronage and clientelism, layered on top of communally enabled corruption, in the public and private sectors.All residents of Lebanon have faced hardship amid the economic crisis that emerged in 2019, featuring rampant inflation, currency devaluation, import shortages, and a sharp rise in poverty rates. However, noncitizens, such as refugees and migrant workers, are subject to particular disadvantages and have long been especially vulnerable to exploitative working conditions and sex trafficking. The authorities do not effectively enforce laws against child labor, which is common among Syrian refugees, rural Lebanese, and segments of the urban poor.Household workers and migrant workers who operate under the sponsorship system routinely suffer from economic exploitation. Employers are favored in legal cases involving migrant workers, discouraging the latter from reporting denial of wages and contract obligations as well as physical, psychological, and sexual abuse.",1
lesotho,"The constitution protects freedom of movement, which is generally upheld. In recent years, a high incidence of rape on a path near the Ha Lebona and Ha Koeshe villages has prompted some women to reduce travel in the area.",3,"The constitution protects property rights, though related laws are inconsistently upheld. Women’s rights are restricted in areas such as property and inheritance, including chieftainships, which can only be inherited by men. In April 2022, the National Assembly and Senate passed legislation that enables widows to inherit and administer their deceased husbands’ estates. The law was awaiting the King’s assent at year-end.Expropriation is provided for in the constitution but is uncommon and subject to fair compensation. Government instability and the country’s volatile politics hamper normal business activity. In 2020, Parliament adopted new regulations that will reserve a list of 47 business activities for the Basotho ethnic group. Foreigners can only participate in these activities as minority shareholders.",2,"Prominent social norms and harmful patriarchal attitudes negatively affect women, and women’s rights are restricted in marriage and divorce. In 2020, the Commonwealth Secretariat reported that one in three women in Lesotho had experienced physical or sexual violence, often at the hands of their partners. Accountability for the perpetrators of gender-based violence (GBV) is not consistent. In July 2022, Parliament passed the legislation to address GBV and better support survivors. The bill was awaiting the King’s assent at the year’s end.Forced and child marriages remain an ongoing problem. Parliament dissolved in July before it could consider proposed amendments to the Child Protection and Welfare Act of 2011 that would criminalize child marriages and introduce stiff penalties.",2,"Human trafficking remains an ongoing challenge for Lesotho. Although the US State Department’s 2022 Trafficking in Persons Report acknowledges that the government has made significant efforts in fighting the problem, it found that Lesotho authorities did not fully meet minimum standards to eliminate trafficking. In February 2022, Home Affairs Minister Motlalentoa Letsosa held awareness campaigns around the country warning citizens about the problem. Child labor and forced labor for both men and women remain problems. In September 2021, the government introduced new visa requirements intended to further combat human trafficking in the country.",2
liberia,Though some unofficial border checkpoints remain active—and border patrol agents sometimes attempt to extract bribes—people have enjoyed a gradual increase in the right to move about freely in the years since large-scale violence ended. Restrictions in place during the COVID-19-related outbreak were not renewed in 2020.,3,"Conflicts over land remain pervasive, many originating during the civil wars and the subsequent displacement and resettlement of people that the violence caused. Others are the result of opaque concession agreements.The 2018 Land Rights Act formalized community ownership of ancestral land. However, the Liberia Land Authority lacks the capacity to deal with disputes that have emerged as a result of the law. Customary law practices that prevail in large parts of the country disadvantage women in matters of land rights and inheritance.",2,"While men and women enjoy equal rights under civil law, gender disparities are common in customary law, which remains dominant in much of Liberia and disadvantage women in matters including inheritance and child custody. Violence against women and children, particularly rape, is pervasive. An interministerial taskforce created in 2020 to address sexual and gender-based violence (GBV) remains largely powerless.",2,"Human trafficking for the purpose of forced labor and prostitution remains a problem, despite government efforts to enhance the country’s antitrafficking capacity. Most victims, many of whom are children, are trafficked from rural areas to cities. In April 2022, the government successfully prosecuted a woman who had trafficked more than 10 Liberian women to Oman under legislation revised in 2021 to address human trafficking.",2
libya,"The 2011 constitutional declaration guarantees freedom of movement, but militia checkpoints restrict travel within Libya, while combat and poor security conditions more generally have affected movement as well as access to education and employment. Travel between eastern and western Libya is somewhat less dangerous since the 2020 cease-fire, but sporadic road closures and abandoned landmines or explosives remain common. As of mid-2022 there were about 140,000 internally displaced people in Libya, representing a reduction of more than 50 percent since the cease-fire, though many were still unable to return home.Corruption is a problem for those seeking to advance their employment or education. In 2022, the Ministry of Education introduced regulations aimed at addressing the use of forged university degrees to falsely obtain government jobs.",0,"While Libyans formally have the right to own property and can start businesses, legal protections are not upheld in practice. The Qadhafi regime’s Law No. 7 of 1986 abolished land ownership, leading to decades of squatting in private domiciles and ongoing disputes over property rights. Businesses and homes have been damaged amid fighting or confiscated by militias in recent years, particularly in Libya’s eastern regions. Persistent insecurity has severely disrupted ordinary commerce, allowing armed groups to dominate smuggling networks and informal markets.",1,"Laws and social customs disadvantage women in personal status matters including marriage and divorce. Libyan women with foreign husbands do not enjoy full citizenship rights and cannot transfer Libyan citizenship to their children; the GNU granted citizenship to a group of more than 100 such children in June 2022, and in October it decreed that all children of Libyan mothers and foreign fathers would have access to public education and health care.There are no laws that specifically address or criminalize domestic violence, and most such violence goes unreported due to social stigma and the risk of reprisals. The law imposes penalties for extramarital sex and allows rapists to avoid punishment by marrying their victims. Rape and other sexual violence have become increasingly serious problems in the lawless environment created by the civil conflict.",1,"There are few protections against exploitative labor practices. Forced labor, sexual exploitation, abuse in detention facilities, and starvation are widespread among migrants and refugees from sub-Saharan Africa, the Middle East, and South Asia, many of whom are beholden to human traffickers. Libya lacks comprehensive laws criminalizing human trafficking, and the authorities have been either incapable of enforcing existing bans or complicit in trafficking activity. Traffickers have established enterprises in which refugees and migrants are loaded into overcrowded boats that are then abandoned in the Mediterranean Sea, where passengers hope to be rescued and taken to Europe. The voyages often result in fatalities. Libyan coast guard forces, which receive support from European governments, work to block such departures and have reportedly abused and exploited the passengers they intercept.",0
liechtenstein,There are no significant restrictions on freedom of movement in Liechtenstein.,4,"The legal framework generally protects property rights and supports private business activity without undue restrictions. Nonresidents are not allowed to establish a business in Liechtenstein, but prospective business owners exploit loopholes to work around the law.",4,"Personal social freedoms are largely protected, and important steps were taken in 2022 to bolster the rights of LGBT+ people. In November 2022, the parliament overwhelmingly adopted a motion to introduce a bill legalizing same-sex marriage, which is currently pending government approval. In December, parliament approved a government motion that provides full adoption rights for same-sex couples.Domestic violence and rape, including spousal rape, are illegal in Liechtenstein, and authorities effectively prosecute offenders and protect victims. Abortion is criminalized unless the pregnant person is at risk of death or serious harm, or was under age 14 at the time of conception. A 2011 referendum proposal to expand the conditions for legal abortion was defeated by voters. In 2015, the country lifted penalties for individuals obtaining an abortion in Liechtenstein or abroad, but not for physicians providing abortions in Liechtenstein.",3,"Liechtenstein is largely free from economic exploitation and human trafficking. Despite the country’s overall wealth and low unemployment rates, however, relative poverty persists among some communities. Immigrants in particular often struggle to achieve economic security and social mobility.",4
lithuania,Residents of Lithuania may leave the country and travel internally without significant obstacles.The major COVID-19 national emergency plan ended in May 2022; its movement restrictions were generally considered to be proportionate measures aimed at protecting public health.,4,"Successive governments have worked to maintain a well-regulated market economy, and the legal framework generally protects property rights and the freedom to operate private businesses.",4,"Individual freedom regarding personal status matters such as marriage and divorce is generally upheld, but marriage is constitutionally defined as a union between a man and a woman. Same-sex partnerships are not legally recognized. While a bill to allow same-sex civil unions did not receive sufficient support in a May 2021 Seimas vote, a year later, lawmakers agreed to consider a watered-down version of it.Domestic violence remains a problem; it is one of the country’s most reported crimes, but the rates of investigation and prosecution remain inadequate.",3,"Legal protections against exploitative working conditions exist and are enforced in practice. However, the incidence rate for fatal workplace accidents in Lithuania is nearly twice the EU average, according to Eurostat data from 2019. Foreign workers in sectors such as construction and transportation are vulnerable to labor trafficking. Lithuanian women and children have been exploited for sex trafficking.",3
luxembourg,"Individuals generally enjoy freedom of movement, and there are no significant restrictions on their ability to change their place of residence, employment, or institution of higher education.",4,The rights to own property and operate private businesses are legally protected and respected in practice.,4,"Individual freedoms on issues such as marriage and divorce are generally guaranteed. Same-sex marriage has been legal since 2014, and same-sex couples have full adoption rights. Abortions are legal on request within the first trimester of pregnancy; later abortions require two doctors to determine that the pregnancy threatens the pregnant person’s life or health. The authorities generally uphold laws and practices meant to address rape and domestic violence.",4,"The country’s residents largely enjoy equality of opportunity, and the government enforces legal protections against exploitative working conditions. Occasional cases of forced labor in the construction and food-service industries have been reported, especially among migrant workers.",4
madagascar,"The government generally does not interfere in freedom of movement; individuals are allowed to move freely in the country and can travel internationally. However, bandit attacks in the south and west have made traveling across the island difficult.",3,"Madagascar’s legal structure provides protections for private property rights, though enforcement of these protections is inconsistent, in part because most farmers do not hold official rights to their land. There is a history of competition between the state-recognized property rights system and customary land use practices, as well as attempts by the state to permit mining, commercial agriculture, and other economic pursuits on land where ownership is disputed.In recent years, Madagascar has made it easier to start a business by reducing the number of registration procedures and simplifying the payment of registration fees.",2,"Women and children have limited social freedoms in Madagascar, especially in rural areas. Forced child marriage and domestic abuse are common. Although sexual harassment is illegal, the law is not enforced, and harassment is common. Abortion is illegal in Madagascar.",2,"Most people work in subsistence agriculture, making advancement in the local economy extremely challenging. Human trafficking remains a challenge, according to the US State Department’s 2022 Trafficking in Persons Report.",1
malawi,"The constitution establishes freedom of internal and foreign travel, which are generally respected. However, police roadblocks are ubiquitous and bribes are common at these checkpoints. The government’s policy of confining refugees to designated camps has been criticized for restricting their freedom of movement and impairing their ability to earn a living. Most coronavirus-related movement restrictions were lifted in 2022.",2,"Property rights are inadequately protected. Starting a business can be a cumbersome process that is worsened by corruption in key government agencies.Most land is held under customary tenure, and the process of establishing legal ownership of land has moved slowly. The Land (Amendment) Bill of 2022, which was passed in March, limits noncitizens’ ability to own land.",2,"Domestic violence is common, but victims rarely come forward, and police generally do not intervene in domestic violence cases. Authorities have taken some action against perpetrators of sexual abuse in recent years, however. In an Afrobarometer survey released in August 2022, most Malawian respondents said that police take reports of gender-based violence seriously.Child sexual abuse is prevalent. Traditional leaders have spoken out against, and in some cases forced the annulment of, underage marriages. According to the Afrobarometer survey released in August 2022, 42 percent of Malawian respondents believe the use of physical discipline against children is common in their communities.",1,"Income inequality remains a problem and inhibits economic mobility. Cost-of-living concerns were exacerbated by the central bank’s May 2022 decision to devalue the kwacha. Enforcement of labor laws is weak, and employees are often paid extremely low wages, despite minimum-wage laws. Child labor is a persistent problem, particularly in tobacco estates.",2
malaysia,"Citizens are generally free to travel within and outside of Malaysia, as well as to change residence and employment. However, professional opportunities and access to higher education are affected by regulations and practices that favor bumiputera and those with connections to political elites. Although the practice is illegal, employers of migrant workers commonly hold their passports, preventing them from leaving abusive situations.",3,"Malaysia has a vibrant private sector. Bribery, however, is common in the business world, and the close nexus between political and economic elites distorts normal business activity and fair competition. Some laws pertaining to property and business differentiate between bumiputera and non-bumiputera, and Sharia-based inheritance rules for Muslims often favor men over women.",3,"While some personal social freedoms are protected, Muslims face legal restrictions on marriage partners and other social choices. All non-Muslims who wish to marry Muslim partners must convert to Islam to receive the recognition of a Sharia court. Societal pressures may also regulate dress and appearance, especially among Malay women. Sharia courts often favor men in matters of divorce and child custody. The minimum age for marriage is generally 16 for girls and 18 for boys, but Sharia courts in some states allow younger people to marry, and child marriage is a common occurrence.In August 2022, the Court of Appeal overturned a High Court ruling that children born overseas to Malaysian mothers with foreign spouses must be granted citizenship, as is the case with children born overseas to Malaysian fathers. The Federal Court agreed to hear an appeal by Malaysian mothers in December.",2,"Rural residents and foreign workers, especially those working illegally, are vulnerable to exploitative or abusive working conditions, including forced labor or debt bondage. Foreign workers officially make up some 15 percent of the country’s workforce; about two million are documented, but estimates of the undocumented range as high as six million. The authorities’ periodic crackdowns on illegal foreign workers can result in punishment rather than protection for victims of human trafficking.",1
maldives,"Freedom of movement is provided for by law, but there are some restrictions in practice. Authorities have occasionally imposed travel bans on members of opposition parties and other perceived government opponents. Migrant workers are subject to constraints on their movement, including through the common practice of retention of their passports by employers, despite law stating that such an act is an offence under human trafficking laws.",2,"Property rights are limited, with most land owned by the government and leased to private entities or commercial developers through what is often an opaque process. Residents sometimes face displacement by development projects without adequate consultation or compensation.",2,"Personal social freedoms are restricted by Sharia-based laws and the presence of religious extremism in society. Among other rules on marriage and divorce, women citizens are barred from marrying non-Muslim foreigners, while male citizens can marry non-Muslim foreigners only if they are Christian or Jewish. Divorce is a grueling process for women, and can take years depending on the agreeability of the man. Extramarital sex is criminalized, and there is a high legal threshold to prove rape allegations. The National Standards for Family Planning Services requires written spousal consent for surgical sterilization, for both women and men.",1,"The legal framework provides some protections against worker exploitation, including rules on working hours and bans on forced labor. However, migrant workers are especially vulnerable to abuses such as debt bondage and withholding of wages, a problem that was exacerbated during the economic contraction caused by the COVID-19 pandemic and resulting collapse of tourism. Women and children working in domestic service may also be subject to exploitative conditions.",2
mali,"Freedom of movement and choice of residence remain constrained by insecurity, especially in northern and central Mali. At the end of 2022, there were over 440,000 IDPs in Mali.",1,"Citizens have the right to own property and engage in private enterprise, but these rights are not consistently respected, and widespread corruption hampers normal business activities. It is generally necessary to pay bribes in order to operate a business.Traditional customs sometimes undermine the right of women to own property. The law discriminates against women in matters of inheritance.",1,"The law puts women at a disadvantage on personal status issues including marriage and divorce. Rape and domestic violence against women are widespread, and most such crimes go unreported. There are no specific laws prohibiting spousal rape or domestic violence. Female genital mutilation (FGM) is legal and commonly practiced in the country. Same-sex couples cannot form civil unions, marry, or adopt children in Mali.",1,"Although trafficking in persons is a criminal offense, prosecutions are infrequent. Many judicial officials remain unaware of the antitrafficking law, and the police lack adequate resources to combat trafficking. Traditional forms of slavery and debt bondage persist, particularly in the north, with thousands of people estimated to be living in such conditions.The government has taken steps to eliminate child labor, but it is a significant concern. Armed groups regularly recruit and use child soldiers.",1
malta,Residents enjoy full freedom of movement.,4,"There are no significant restrictions on property rights, and the legal framework is supportive of private business activity.",4,"Divorce was legalized in 2011, and subsequent laws have legalized same-sex marriage and adoption by same-sex couples.Abortion is prohibited, meaning residents must acquire medication online or travel abroad to terminate their pregnancies. Prosecutions for illegal abortions are rare in practice, with three convictions between 2000 and mid-2021. Involuntary abortions resulting from secondary effects when a woman is undergoing medical treatment are not prosecuted. In June 2022, a US citizen on vacation in Malta had to be flown to Spain to terminate a pregnancy that became unviable, prompting the affected woman and her partner to sue the Maltese government. A draft law that would decriminalize abortion was introduced in Parliament in November.Reports of domestic violence have increased over the past decade. In 2021, the government renewed its strategy to combat gender-based violence and domestic violence.",3,"Residents generally enjoy fair access to economic opportunity and protection from labor exploitation, though migrant workers are vulnerable to labor and sex trafficking or conditions that amount to forced labor. Workers from non-EU countries complain of low pay, bureaucratic obstacles, and summary deportation if they lose a job and fail to meet tight deadlines for finding new employment and filing related documentation.",3
marshall-islands,"Freedom of movement is generally respected. Marshallese citizens have the right to live and work in the United States and to travel there without a visa. In recent years, sea level rise due to climate change has become a more prominent impetus for Marshallese citizens to move to the United States, in a trend known as voluntary out-migration. The RMI government lifted a “state of health disaster”—imposed in 2019 during an outbreak of dengue fever, and extended due to the coronavirus pandemic—in September 2022, opening the country to normal travel.",4,"Individuals have the rights to own property and establish private businesses, and these rights are largely observed in practice. Land ownership is, however, subject to complex local ownership rules and norms.",3,"Personal social freedoms are mostly upheld. However, the minimum age for marriage is 16 for women and 18 for men; about a quarter of women aged 20–24 were married by age 18. While domestic violence remains widespread, reporting of the problem has increased in recent years, possibly due to improved processes for obtaining orders of protection.",3,"The government enforces a minimum wage law, though it does not apply to the informal sector. Some local and East Asian women are subjected to forced prostitution in a trade that depends on visiting freight or fishing vessels. The RMI was upgraded to Tier 2 in the US State Department’s 2022 Trafficking in Persons Report due to the RMI government’s significant and increasing efforts to improve its response to trafficking crimes in the country.",3
mauritania,"While the Bidhan population is relatively free to make personal decisions about residence, employment, and education, the choices of Black Mauritanians and the Haratin are often constrained by racial and caste-based discrimination. People without government identity cards are not allowed to travel in some regions, which disproportionately affects Black Mauritanians.",1,"Legally guaranteed property rights are not always enforced in practice, as it can be difficult to get property disputes fairly adjudicated in court. Complex laws and an opaque bureaucracy present challenges to starting a business.Many Black Mauritanians who left their homes in the Senegal River Valley in the wake of the 1989 conflict have been unable to regain ownership of their land since returning. Local authorities reportedly allow Bidhan to appropriate land used by Haratin and Black Mauritanians. Residents of some southern villages have pushed back against what they consider unlawful expropriation of their land by the government and powerful investors.",2,"According to 2022 data from the UN Children’s Fund, as many as 40 percent of Mauritanian women were married as children. Female genital mutilation is illegal, but the law is rarely enforced and the practice remains common. Domestic violence and rape remain problems, victims rarely seek legal redress, and convictions for these crimes are rare. Laws banning adultery and morality offenses discourage sexual assault survivors from reporting incidents to police.",1,"Despite 2015 amendments to the antislavery law, slavery and similar practices remain a challenge, with many former slaves still reliant on their former owners due to racial discrimination, poverty, and other socioeconomic factors. The government has cracked down on NGOs that push for greater enforcement of the law and rarely prosecutes perpetrators, though two slave owners received prison terms in 2020. In November 2022, the National Human Rights Commission announced the establishment of a hotline to report cases of slavery.",0
mauritius,"Citizens are generally allowed to move freely within Mauritius, but there are restrictions on travel to the Chagos Archipelago. Mauritians are free to change their place of residence, employment, and education.",4,"Mauritius is considered among the most business-friendly countries in Africa. However, the Non-Citizen Property Restriction Act limits most noncitizens from owning or acquiring property. Corruption can hamper business activity.",3,"The government generally does not limit social freedoms, though same-sex relations are punishable by five years in prison. Rape is against the law, but spousal rape is not specifically criminalized. Domestic violence is illegal but remains a significant concern.In June 2021, Mauritius added provisions to the Quarantine Act requiring all citizens be vaccinated with at least one dose of a COVID-19 vaccine. Penalties for violating the requirement include up to a five-year jail term.",3,"Women and children are vulnerable to sex trafficking. In its 2022 Human Trafficking Report, the US Department of State noted a continued absence of standard operating procedures for victim identification, a lack of victim-centered approaches, lenient sentences from courts, weak deterrence, a lack of investigation of traffickers exploiting individuals for forced labor, and a lack of identification of victims of forced labor.The position of migrant workers in the manufacturing and construction sectors can be precarious. Mauritian labor rights advocacy organizations have claimed that the government rollback of labor protection laws in response to COVID-19 led to more exploitation of migrant workers, and these laws have yet to be restored.While Mauritius enjoys a comparatively high, and growing, gross domestic product, inequality soared during the pandemic. The World Bank has warned that failing to implement growth strategies that prioritize the poor will contribute to a significant widening of inequality through 2030. With global factors driving high inflation in 2022, particularly on food and oil prices, there are pervasive concerns that widening inequality will lead to greater economic exploitation of individuals already at the margins.",2
