Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
madagascar,"Almost 200 political parties are registered in Madagascar. However, the law on political parties is widely viewed as a flawed document that places undue burdens on individual candidates, effectively instituting a high financial barrier for political candidacy. Political leaders frequently use religion, ethnicity, and caste as instruments to mobilize voters.In July 2022, several hundred people gathered in Antananarivo to protest a growing cost-of-living crisis. Organizers of the protest were largely affiliated with opposition parties and originally planned to hold the demonstrations inside property owned by the opposition leader Marc Ravalomanana. During the protests, police detained two leaders of TIM, Rina Randriamasinoro and Jean-Claude Rakotonirina, allegedly for “inciting hatred and public unrest.” In May, opposition leader Ravalomanana was stopped by the police on his way to attend a TIM meeting.In February 2022, Mahery Lanto Manandafy, a prominent opposition figure and son of the renowned leftist politician Manandafy Rakotonirina, was arrested and given a six-month suspended prison sentence for allegedly “spreading false information” on Facebook and “insulting an institution.” In his posts, Manandafy had criticized the construction of a bridge, claiming it was structurally flawed. He was again arrested in September on similar charges and for defamation; he remained detained at year-end.",3,"Opposition parties can increase their support through elections, but most political parties lack the financial resources to engage in vibrant competition. The government has historically denied opposition parties permits to hold demonstrations.An amendment to electoral law, passed by the National Assembly in 2019 and by the Senate in 2021, requires an elected official to hold official status as the parliamentary opposition leader. The TIM claimed the amendment targeted their party leader Ravalomanana, who had not assumed elected office.",3,"Economic networks compete for power through strategic support of political candidates. In turn, a narrow group of political elites maintain their status by supporting the interests of their private-sector patrons. As a result, lines between public and private expenditures are blurry.The military has some influence over politics, and it threatened to intervene during a 2018 political crisis. In July 2021, a few retired and active military officers were arrested for plotting to assassinate the president and overthrow the government. The two primary suspects were sentenced to 10 and 20 years of forced labor in December. Most of their accomplices were acquitted or received lesser sentences.",3,"The constitution guarantees political and electoral rights for all citizens, but in practice, discrimination impedes the political representation of some groups. The members of the Merina ethnic group are overrepresented in government institutions compared to the members of the other 17 official ethnic groups. While some LGBT+ people are active politically in the capital, they face social stigma that discourages political participation and open advocacy for their equal rights.Cultural norms restrict the political participation of women. Muslims, who are mostly of Pakistani and Indian descent, are disproportionately affected by the nationality code, which can make it difficult for them to secure citizenship documents and thus voting rights. Ethnicity and caste are important political determinants, but generally do not affect political rights.",2
malawi,"Several parties compete in elections, with the MCP, DPP, and UDF being Malawi’s largest. Parties are loosely organized, with politicians frequently moving between parties or forming their own breakaway groups. The law allows independent candidates in presidential, parliamentary, and local elections. According to an Afrobarometer survey released in August 2022, a majority of respondents said they feel free to join political organizations and vote for their preferred candidates.",3,"Malawi has experienced peaceful transfers of power between rival parties. The 2020 presidential election was the second time after 1994 that an opposition candidate defeated a sitting incumbent.The governing party generally has a campaigning advantage and enjoys partial coverage from state-owned media, leaving the opposition reliant on private outlets.",3,"Traditional chiefs, who receive government honoraria, are supposed to be nonpartisan figures under the law but frequently seek to influence voter choices in practice. Some chiefs publicly endorse candidates during elections and even threaten opposition candidates against campaigning in their regions. A handful of ethnic associations seek to promote partisan agendas.The Political Parties Act bans politicians from using cash handouts and other incentives to garner votes. Despite this, handouts in the form of cash and materials are common during election campaigns.",3,"All ethnic, religious, and gender groups have full political rights under the law. Women are significantly underrepresented in politics, with women holding only 20.7 percent of the National Assembly’s seats as of December 2022. However, women do hold important government posts; the parliament’s speaker, inspector general of police, ACB chief, and ombudsman are women.Political parties generally do not advocate for the rights of LGBT+ people, who are subject to legal and societal discrimination.",3
malaysia,"The Malaysian party system is diverse and competitive, but factions in the opposition have faced unequal access to the media, restrictions on campaigning and freedom of assembly, and politicized prosecutions. The Registrar of Societies (ROS), which is overseen by the home minister, manages the registration of political parties and has issued partisan decisions under BN, PH, and PN governments. However, the relatively fluid political situation in recent years, with no bloc firmly in control, has allowed the emergence of new parties and stoked greater competition overall. A record number of candidates participated in the 2022 general elections, and many constituencies had multiple viable candidates instead of one-on-one contests.",3,"Although opposition parties have long governed in a number of Malaysia’s states, the 2018 elections that brought the PH to power represented the country’s first democratic transfer of power between rival political groups at the federal level since independence.In 2020, coalition realignments led to the formation of the PN, while the PH returned to opposition status. In August 2021, the PN’s prime minister, Muhyiddin, resigned after losing his parliamentary majority. The PH came close to returning to power, but Ismail Sabri of the BN succeeded Muhyiddin with a majority that largely resembled the previous one.The PH maintained significant influence despite its opposition status for much of 2022, owing to the Ismail Sabri government’s slim majority. The PH’s victory in the general elections reinforced the system’s openness to rotations of power, though it remained unclear whether the new coalition government would survive a full term in office.",3,"The military is not active in politics, and foreign states do not directly meddle in domestic political affairs. However, the BN maintained close ties with China while it was in power.During its decades in government, the BN also built strong connections with Malaysia’s business elites and used these relationships to influence electoral outcomes. The PN government similarly used state-linked companies, official monopolies for certain goods and services, and state investment vehicles for political purposes.",2,"Suffrage is universal for adult citizens, but social and legal restrictions limit political participation among some minority groups. Parties including UMNO and the Malaysian Islamic Party (PAS) are defenders of long-standing policies that favor the ethnic Malay and Muslim majority. The Malaysian Chinese Association has attracted support from among the ethnic Chinese community—which makes up 21 percent of the country’s population—and has traditionally supported the BN, though other, multiethnic parties compete for support from this group. Ethnic Indians account for 6 percent of the population and also have a presence in Parliament through various parties. The PN features minimal representation of and participation by Chinese and Indian Malaysians but does include representatives of ethnic groups from the states of Sabah and Sarawak, which are located on the island of Borneo. Representation for the country’s Indigenous groups remains poor.Women continued to be underrepresented in politics in 2022, accounting for less than 18 percent of the new cabinet and 14 percent of the lower house of Parliament. Harsh discrimination and criminal restrictions on same-sex sexual relations make it extremely difficult for LGBT+ Malaysians to publicly advocate for their political interests.",2
maldives,"Political pluralism and participation deteriorated during the presidency of Yameen. Opposition leaders and their supporters faced harassment including raids on opposition offices and arbitrary detentions and convictions, as well as restrictions on political rallies. The environment for political parties has improved under the new administration.Several new parties have recently emerged. The Maldives Reform Movement (MRM), led by former President Maumoon Abdul Gayoom, officially registered as a political party in November 2019. In July 2021, a new political party, the Maldives National Party, was registered and currently holds three seats in parliament. In May 2019, Mohamed Nasheed, the former president and current speaker of parliament, survived an assassination attempt in Malé. Authorities arrested 10 suspects and charged 4 with terrorism. One defendant, who pleaded guilty, was convicted in December 2022.",3,"While the political landscape had featured some undemocratic activity, including improper meddling by the judiciary and other forms of pressure, opposition parties and candidates have been able to gain power through elections. Recent opposition victories include those of Solih in 2018 and of the MDP in 2019. The 2021 local council elections saw the PPM secure 34.9 percent of seats—finishing second but breaking the MDP’s supermajority.",2,"The Yameen government exerted improper influence over several state institutions and the Elections Commission to restrict the political choices of voters and politicians, including through politicized arrests and threats to public and private sector employees. While such abuses have waned under President Solih, intimidation by hardline Islamist groups continues to sporadically disrupt the political system and the rule of law. Vote buying remains a problem during elections, and allegations of bribery and corruption have surrounded instances of party switching in recent years.",2,"The constitution and laws in the Maldives require all citizens to be Muslims and all candidates for elected office to follow Sunni Islam, effectively excluding followers of minority religions. High-level positions in state institutions and independent bodies, including the Human Rights Commission, also require individuals to be Sunni Muslims. Women and LGBT+ individuals face societal discrimination and limited political participation, and foreign workers, who make up a significant portion of the population, have no political rights and are restricted from participating in protests or strikes.The 2021 local council elections allocated 33 percent seats to female candidates, for the first time.",1
mali,"The creation and functioning of political parties are governed by a legal framework known as the Political Parties Charter, which is generally fair. The charter prohibits the creation of political parties on an “ethnic, religious, linguistic, regionalist, sexist, or professional basis.” There are more than 100 registered political parties in Mali, though fewer than 20 are active. Parties are usually built around a particular personality, and policy differences between them are not always clear. Moreover, parties are often poorly funded, which hampers their ability to effectively organize and win voter support.",2,"Electoral competition is normally open to opposition forces. A 2014 law institutionalized specific privileges for opposition parties in the parliament, such as the ability to choose an official leader of the opposition. However, in 2016 the ruling majority adopted amendments to the electoral code that favored establishment and majority parties by requiring presidential candidates to make a significant financial deposit and receive support from a certain number of incumbent elected officials. Opposition figures faced violent attacks during parliamentary elections in 2020.In July 2022, the Supreme Court issued arrest warrants for former prime minister Boubou Cissé and several other former officials; regime critics have expressed concern that the warrants represent a possible attempt to prevent the Keïta-era officials from contesting the 2024 presidential election.",1,"Before the August 2020 coup d’état, citizens’ political choices were relatively free, though they were occasionally influenced by the promise of patronage appointments or other benefits in exchange for political support. The military junta that first took power in 2020 and consolidated its authority in the May 2021 coup has since appointed key officials and set election timetables without meaningful public consultation. Nevertheless, there have been some opportunities for civil society and political parties to participate in consultative processes, including ahead of the June 2022 electoral law changes.",0,"No law limits political rights for members of minority groups, and no single ethnic group dominates the government or security forces. Tuareg pastoralist groups in the north have historically occupied a marginal position in national political life.Societal attitudes can discourage women from participating in political processes. While a 2015 gender quota law mandates that 30 percent of elected and appointed positions are to be filled by women, just over 28 percent of CNT seats are held by women, and the 25-member cabinet that was established in June 2021—after the second coup d’état—included only six women.",2
malta,"There are no significant restrictions on political party formation. However, smaller parties struggle to compete against the two established parties, which have superior access to private donations. The European Commission, the Group of States against Corruption (GRECO) at the Council of Europe (CoE), the Organization for Security and Co-operation in Europe (OSCE), the Malta Chamber of Commerce, and the commissioner for standards in public life have all highlighted loopholes in a 2015 Financing of Political Parties Act, whose high thresholds for public disclosure do not ensure a sufficient level of transparency in the funding of political activities by parties and individual candidates.After the March 2022 elections, the third-ranked Democratic Alternative and Democratic Party (ADPD) alliance filed a constitutional challenge, arguing that its national vote tally should have earned it a seat in Parliament even if it fell short in each of the 13 five-seat districts. The group also asserted that it should have access to additional seats under a new system designed to ensure greater representation for women; the gender adjustments only apply if just two parties win ordinary seats, meaning third parties cannot benefit.",3,"The LP and PN have regularly alternated in government since independence in 1964, establishing a strong pattern of peaceful democratic transfers of power.",4,"Voters are free from undue interference in their political choices. However, powerful economic interests influence the main political parties. In a 2022 report, the Organisation for Economic Co-operation and Development (OECD) emphasized that nontransparent lobbying is a serious issue in Malta, and that “the perception of undue influence and an opaque relationship between the public and private sectors is significant.”",3,"Women and members of racial or ethnic minority groups enjoy full political rights and electoral opportunities. The number of women in Parliament more than doubled to 22 after the 2022 elections due to the implementation of a gender-quota system called for in 2021 constitutional amendments. The system awards up to 12 compensatory seats to candidates from the elected parties, but only if “the underrepresented sex” would otherwise hold less than 40 percent of the chamber, and if just two parties were elected.",4
marshall-islands,"Parliamentary elections are technically nonpartisan, but politicians can organize in groupings that compete freely and do not encounter obstacles from state or nonstate actors. These groups tend to function as loose coalitions among lawmakers, and representatives switching between them is common.",4,"The country has an established record of democratic transfers of power between rival groups. Some governments have been replaced as a result of elections, while others have been toppled by no-confidence votes. The opposition made significant parliamentary gains during the 2019 elections.",4,There are no significant undue constraints on the political choices of voters or candidates. Traditional chiefs play an influential but gradually waning role in politics.,4,"Naturalized citizens were allowed to run as candidates in the 2015 and subsequent elections, after a court ruling found that a 1980 law requiring parliamentary candidates to have at least one Marshallese parent and traditional land rights was unconstitutional.Women have full political rights, though entrenched gender roles limit their participation to some extent. Hilda Heine was the country’s first woman president. Only two women entered the 33-member Nitijela in 2019—Heine and newly elected Kitlang Kabua.In 2019, the Supreme Court removed a 2016 law that banned absentee voting. However, that law’s undoing did not take effect by the November 2019 elections, as the court recognized there was too little time for the government to implement the changes. An estimated 30,000 Marshallese citizens, around a third of the country’s citizenry, live in the United States and had a growing influence in the 2011 and 2015 parliamentary and mayoral elections, before the law was set in place.",4
mauritania,"Several obstacles prevent parties from successfully mobilizing their bases. A 2018 decree commanded the government to dissolve all political parties unable to gain at least 1 percent of votes in two consecutive district elections. In March 2019, 76 parties were disbanded under the decree. Insaf often co-opts leaders of smaller parties.The environment for opposition figures has improved under Ould Ghazouani, who has met with opposition leaders and civil society activists. In April 2022, the government launched a political dialogue, though a group of parliamentarians criticized it as insufficient.",2,"While opposition candidates can attract significant popular support, opposition parties lack an institutional base. Some are formed by splinter factions of Insaf that later rejoin it, sometimes because of active co-optation. Opposition leaders may face repression for criticizing government policies.",1,"The political choices of Mauritanians are greatly influenced by the military. Mauritania has either been under military rule or led by a military leader with little interruption since 1978, though elections in the late 2010s were generally considered credible and the military’s overt involvement in politics has recently lessened. President Ould Ghazouani is a former defense minister and general, though he was elected in a competitive and democratic poll. The influence of religious leaders has grown stronger as the military’s has declined.",1,"The Bidhan ethnic group dominates government. Black Mauritanians and the Haratin ethnic groups are underrepresented in elected positions and in high-level government posts. Discrimination hinders the ability of these groups to gain power. Thousands of Black Mauritanians who were forced out of their villages by the military in 1989 have been allowed to return, but face difficulties when trying to enroll in the census and register to vote. Civil society activists have denounced the increasing importance of tribal affiliation in government appointments.Women participate in politics at lower levels than men, largely due to cultural norms, and women’s interests are poorly represented in national politics. Women held 31 National Assembly seats as of the end of 2022. In May, Tawassoul expelled parliamentarian Saadani Mint Khaytour after she criticized its positions on women’s rights and slavery.",0
mauritius,Political parties are generally free to form and operate.,4,"Since independence, political power has peacefully rotated among the three largest parties—the Mauritian Labor Party (PTR), the Mauritian Militant Movement (MMM), and the MSM. The MSM has been in power since 2014, when it defeated the PTR.In April 2022 Prime Minister Pravind Jugnauth postponed municipal elections originally scheduled for June 2021 to June 2023. As a result, the MSM maintained power in local government without a mandate. The postponement led to protests and criticism from across the political spectrum.As of 2022, opposition leadership has struggled to create a broadly supported platform or present a political alternative to the MSM, leading to concerns about the capacity of the opposition to organize ahead of the 2024 elections. According to Afrobarometer, neither the ruling MSM nor opposition parties are trusted by a majority of the population.",3,"Voters and candidates are generally able to express their political choices without pressure from actors external to the political sphere. However, there is no law regulating the financing of electoral campaigns. The Jugnauth and Ramgoolam families have long-running holds on political leadership positions, which may influence intraparty politics.",4,"The government officially recognizes four distinct communities: Hindus, Muslims, Sino-Mauritians, and the general population, which includes Mauritian Creoles, Franco-Mauritians, and people of African descent. Ethnic minority groups such as Rodriguais and Chagossians are considered Creole. Women are underrepresented in politics, and only one in five legislators are women. A prohibition on same-sex sexual activity is seen as encouraging discrimination against the LGBT+ community. However, in 2022, plaintiffs challenged the law’s constitutionality in several court cases.",3
mexico,"Mexico’s multiparty system features few official restrictions on political organization and activity. Opposition parties are competitive in many states, and independent candidacies are becoming more common, though independents achieved few wins in 2021. MORENA includes a wide range of ideological and political currents, and internal tensions were visible during the 2021 campaign. Most opposition parties, meanwhile, base their strategies around mobilizing anti–MORENA sentiment rather than proposing coherent policy agendas.MORENA candidates won in 11 of the 15 gubernatorial races held in 2021, cementing the party’s strength at the subnational level. However, opposition candidates demonstrated strength in many urban areas and won a majority of Mexico City’s boroughs, reversing previous MORENA dominance in the city.",4,"Power has routinely changed hands at the national level since 2000. The dominant victory of López Obrador and MORENA in 2018 followed six years of government control by the PRI, which had ruled Mexico without interruption from 1929 to 2000, before losing consecutive presidential races to the right-leaning PAN in 2000 and 2006. In order to avoid fragmenting the anti–MORENA vote in the 2021 elections, the PAN, PRI, and PRD united in an electoral coalition, resulting in increased seat share, though the PRI’s precipitous decline at all levels continued. The opposition also made gains in large cities and among middle-class voters, revealing possible shifts in the electorate that could increase competitiveness in subsequent elections.",4,"Criminal groups, while increasingly fragmented, exert powerful influence on the country’s politics through threats and violence against candidates, election officials, and campaign workers, particularly at the local level. At least 102 political officials were killed in campaign-related violence during the 2021 election season. Significant levels of political violence were also recorded in 2022.  The López Obrador administration has assigned an increasing number of governance tasks to the military, one of Mexico’s least accountable institutions. The army is involved in the construction of several of the president’s signature projects, and in 2021 the government announced that the army would maintain control of a tourist railroad in the Yucatán Peninsula known as the Maya Train—and receive any profits—upon the project’s completion, heightening concerns about military politicization.In September 2022, Congress approved reforms transferring control of the National Guard—nominally a civilian-led force—to the Ministry of Defense, removing civilian control of the force despite the fact that it was legally required to undergo a process of civilianization. Rights groups and opposition legislators criticized the reforms, expressing concern that the changes gave too much power to the armed forces. A constitutional challenge of the reform brought before the SCJN remained awaiting a ruling as of year’s end.",2,"Mexico has a large Indigenous population, and Indigenous people and groups are free to participate in politics. There are some provisions for the integration of Indigenous community customs in electing leaders in some states, though only for local authorities. In practice, Indigenous people remain severely underrepresented in political institutions. Mexico’s small Afro-Mexican population is similarly underrepresented in national politics, though they are recognized in the constitution.The 2018 and 2021 elections confirmed the success of gender requirements for candidacies and party lists: following the 2021 elections, 50 percent of representatives in the Chamber of Deputies and 49 percent in the Senate are women. Women also won an unprecedented six gubernatorial elections in 2021.",3
micronesia,"There are no formal political parties, but there are no restrictions on their formation. All candidates run as independents.",4,"The FSM has an established record of democratic power transfers. Under an informal agreement, the presidency has typically rotated among the four states, but Congress has sometimes deviated from this pattern.",4,"Traditional leaders and institutions exercise significant influence in society, especially at the village level. However, neither these nor donor countries like the United States and China exert undue control over the political choices of voters or candidates. Investments from the United States and China have been met with pushback in recent years, as citizens are concerned about how those funds might impinge upon the FSM’s political, economic, and cultural independence.",4,"Women and minority groups formally have full political rights, and they are free to participate in practice, though women’s political engagement is limited to some extent by discriminatory attitudes. In December 2021, Dr. Perpetua Sappa Konman became the first woman to be sworn in to FSM’s national legislature after winning a by-election that November for her late husband’s single-member seat. A small number of women were elected to state-level legislatures.",3
moldova,"Political party legislation in Moldova is generally liberal but does include restrictions.Under the Law on Political Parties, which was amended in 2020, parties seeking registration must enlist 1,000 members. The law had required parties to enlist 4,000 members from at least half of all districts, but the Supreme Court ruled that obligation unconstitutional in 2020, prompting its revision. Following the adoption of these amendments, 20 political parties, two electoral blocs, and one independent candidate ran in the July 2021 parliamentary elections, representing a significant increase in participating parties compared with the previous elections.However, the amended party-registration restrictions still disproportionately affect regional, municipal, and local parties, as well as parties representing geographically concentrated ethnolinguistic minority populations (for example, Gagauzians and Bulgarians).",3,"Opposition parties have a strong presence in Parliament and other elected offices and can gain support through elections. Following the July 2021 parliamentary elections, the then opposition PAS formed a parliamentary majority, relegating the previously governing PSRM to opposition status.",4,"Politically powerful business magnates—known as oligarchs—and foreign actors strongly influence Moldovan politics at the national and local levels, undermining accountability to voters. The Russian regime in particular has been accused of influencing Moldovan affairs through the oligarchs Vladimir Plahotniuc and Ilan Șor.",2,"Women and members of ethnic, religious, and other minority groups do not face direct legal barriers to political participation, though representation of women, people with disabilities, and members of the Romany minority has historically been low. Several members of Moldova’s ethnic minorities, including Gagauzians, Bulgarians, and Roma, hold parliamentary seats, and women’s representation in Parliament and in high-level government positions has significantly increased in recent years.The current president and prime minister are both women. In 2021, 40 women gained seats in Parliament, setting a new national record; 39 remained in Parliament as of December 2022.LGBT+ people organize and advocate for equal rights but are discouraged from political engagement due to harassment.",3
monaco,"Political associations, groupings of people who hold similar political viewpoints, compete in Monaco, rather than traditional parties. There are no undue restrictions on the formation of new political associations. However, office seekers are prohibited from running as individual independent candidates; independents must instead form a list of at least 13 candidates to participate in elections.",3,"Opposition political associations are able to gain seats in the parliament. In 2018, Priorité Monaco, also known as Primo!, won 21 seats, while Horizon Monaco fell from 20 seats to 2. However, there are structural limits on the ability of political groupings to secure executive power through elections, as the cabinet—appointed by the prince—is not responsible to the elected parliament.",2,"The fact that the head of government is a French national appointed from a list submitted by Paris, and that the powerful head of state is an unelected monarch, means that people’s political participation is heavily circumscribed by democratically unaccountable forces. Nevertheless, voters’ and candidates’ choices with respect to parliamentary representation are largely free from domination by such entities.",2,"Only about 9,000 of Monaco’s residents—roughly a quarter of the total—are citizens, and noncitizens do not have the right to vote or run for office, though a number of legal routes to naturalization are available. Most noncitizen residents are nationals of neighboring France or Italy.Among the citizen population, women and members of racial or ethnic minority groups are free to participate in elections, both as voters and candidates, but women’s interests are not always well represented in the political system, and only eight women were elected to the parliament in 2018. The six-member council of ministers included two women as of January 2022.",3
mongolia,"While the Mongolian political system features multiple parties, it has also been marked by the dominance of the MPP and DP in the past. Parties are built around clientelist patronage networks rather than policy platforms. Representatives of large business groups play an important role in funding and directing the MPP and DP. HUN is represented in parliament with a single seat.",4,"There are no undue barriers preventing opposition parties from gaining power through elections, though there are practical hurdles. The rise of HUN illustrates that there is room for a new political party to gain support. However, many Mongolians perceive the party system to be closed by the need to raise financial capital to participate in elections.The opposition Democratic Party (DP) remains in disarray as its yearslong internal conflict between factions associated with erstwhile party chair Sodnomzundui Erdene and with former president Khaltmaa Battulga.",4,"Powerful business interests have some influence over candidates and have supported them through a nontransparent party-finance system. Proposals for a new party finance system have been brought forward for several years but have met resistance in Parliament. However, candidates and voters are generally free to make political choices without excessive outside influence, in part because corporate interests are balanced across various factions of the two main parties and among lawmakers.",4,"All adult citizens other than those who are incarcerated are entitled to full political rights, and these are generally observed in practice. However, despite quotas supporting gender diversity, women remain underrepresented in politics, holding about 17 percent of parliamentary seats and few senior government posts. No party nominated a woman as a presidential candidate in the 2021 election. Ethnic Kazakh parliamentarians are regularly elected in Bayan-Ölgii, which is predominantly Kazakh.LGBT+ people face some societal discrimination that hampers their ability to advocate for their interests in the political sphere, though such advocacy has been increasing in recent years.",4
montenegro,"Political parties are for the most part able to form and operate without direct interference.Unlike the DPS regime, recent governments generally refrained from intimidating and delegitimizing opposition activity by equating it with threats to the state or to public order—though there have been occasional such accusations against various parties from both Đukanović and Abazović. Because of this calmer political environment, new opposition political groups are able to emerge, compete in local elections, and participate in the public sphere without being smeared as “enemies of the state.”",3,"Prior to the 2020 elections the DPS had been in power since 1991, which has provided it with significant structural advantages over opposition parties. In 2020, the opposition gathered in three coalitions to focus efforts on criticizing the DPS, which proved to be a winning strategy. While the DPS showed significant strength in local election in Nikšić in 2021, losing the capital of Podgorica in 2022 reflected declining popular support.Despite losing the Podgorica election, the DPS mayor remained in his post at year’s end. He had admitted defeat in October, but pointed as justification for remaining to election-related appeals the Constitutional Court could not decide because it lacked a quorum.",3,"While voters are generally free to express their political choices, the DPS has fostered extensive patronage networks in both public companies and private companies with links to the state, which encourage loyalty to the DPS. Many members of the DPS are believed to have ties to organized crime, which continues to provide opportunities for illicit pressure on voters and candidates. Neither the Krivokapić nor Abazović governments put a stop to the practice of clientelism, undermining the planned depoliticization and professionalization of public administration and the creation of a proclaimed meritocratic system. The Serbian Orthodox Church (SPC) in Montenegro remains to be a powerful political actor. Its influence was reflected in the abrupt signing in August 2022 by Prime Minister Abazović and the SPC Patriarch of the fundamental agreement governing the church’s legality in Montenegro. Abazović’s decision to sign the agreement—which deals with issues including real estate, and had been criticized by rights groups and others for offering the church greater power than other religious communities—triggered the collapse of his government.",2,"All citizens have full political rights and electoral opportunities. Small political parties representing interests of ethnic, religious, and other minority groups participate in the political sphere, and members of these minorities are also represented within larger parties—though the Romany population remains underrepresented. In the 2020 elections, voter materials were provided in the Albanian language, but not the Romany language.Women are underrepresented in political leadership positions and politics generally. Though the government formed in 2020 took steps to increase women’s participation, including through gender quotas on electoral lists, implementation remains uneven.",3
morocco,"Morocco has a multiparty system in which new parties frequently emerge, but are generally unable to assert themselves relative to the power of the palace. There remains significant cynicism toward electoral politics—a combination of distrust of party leadership, which is generally seen as corrupt and co-opted, and a belief that the palace ultimately makes major decisions.Justice and Charity (Al-Adl wa al-Ihsan) is an illegal Islamist movement that does not participate in elections. Nevertheless, it enjoys widespread support, and authorities largely tolerate its activities. The reformist February 20 Movement, which emerged from the 2011 Arab Spring protests, and Hirak Rif, a campaign that began in Morocco’s largely Amazigh (Berber) Rif region in 2016, enjoy considerable popular support, but both movements also face severe government repression.",2,"Although there was a significant change in the government with the September 2021 election—with the PJD replaced by a new coalition led by the RNI, Istiqlal, and PAM—the shift does not presage a significant change in policy or power. The cabinet, announced by the king following the election, maintains fundamental continuity, with technocratic, unaffiliated ministers appointed to strategic ministries.",1,"The constitution and informal practice give the king overwhelming influence over political affairs, including government formation. The monarch and his circle of advisers and associates—known in Morocco as the Makhzen (“central storehouse”)—wield enormous private political and economic power that can be used to shape political outcomes through patronage networks.",1,"The political system features universal suffrage, but parties based on religious, ethnic, or regional identity are prohibited, and the concerns and interests of women and the Amazigh population are not adequately addressed.At least 40 percent of the population is Amazigh; the majority of Moroccans have Amazigh roots. Amazigh elites enjoy access to the monarchy and have their interests represented in Parliament, but the bulk of the Amazigh population is socially, economically, and politically marginalized. Recent unrest in Al Hoceïma, the surrounding Rif region, and other cities across Morocco stemmed in large part from inequities experienced by many Amazigh residents and their inability to obtain redress for their grievances through the political system. A system of reserved seats for women is meant to encourage their participation in the electoral process at the national and local levels, partly offsetting traditional social pressures that deter such engagement. Electoral laws passed in 2021 helped facilitate an increase in women candidates for that year’s local and municipal elections: 27 percent of candidates were women, compared to 12 percent in 2015. Despite this, women lead only 1 percent of districts. In national elections, 60 of the 395 seats in the Chamber of Representatives are reserved for women; additionally, half of the 30 seats reserved for youth are to be filled by women. The cabinet formed in October 2021 included a record seven women.",1
mozambique,"The right to form political parties is largely respected. While many parties compete, most lack resources to campaign effectively and build a public following. Opposition leaders face harassment and threats for speaking out against the government. Figures within FRELIMO perceived as acting in conflict with the aims of the party can encounter obstacles, including intraparty disciplinary measures.",2,"FRELIMO first took power when Mozambique gained independence in 1975 and has maintained it since the 1992 agreement that ended the country’s civil war and the 1994 multiparty elections. Since then, FRELIMO has maintained an electoral advantage by using public resources to fund campaign activities.In 2018, the parliament overwhelmingly approved constitutional reforms that would allow the indirect election of provincial governors, district administrators, and mayors. The changes were viewed as beneficial to RENAMO and a step toward greater decentralization and political stability. However, because FRELIMO secured an overwhelming victory in the severely flawed 2019 elections, ostensibly winning the most votes in all provinces, it selected all the country’s provincial governors, effectively nullifying the constitutional reforms.",1,"Unelected elites in FRELIMO, including military figures and powerful businesspeople, retain great influence and play a large role in shaping the party’s platform. Civil servants face acute pressure to campaign and vote for the ruling party, and to make financial contributions to it. Those who openly support opposition candidates face intimidation by elements of the party embedded in state administration and the police.",2,"Ethnic minorities are generally able to participate fully in political life, and people from various ethnic groups hold high-level government positions. However, FRELIMO’s support base lies in the extreme north and extreme south, and ethnic groups concentrated in other regions, such as the Ndau and Macua, are underrepresented. In 2019, three districts affected by the regional conflict in Cabo Delgado Province could not vote for security reasons. Many ethnic-minority voters who live there, notably members of the Makonde and Mwani ethnic groups that are concentrated in the region, were effectively disenfranchised. Women hold 43 percent of seats in the parliament. In March 2022, Mozambique achieved gender parity at the cabinet level, becoming one of only 14 countries in which women hold at least 50 percent of ministerial posts. Nevertheless, men continue to hold most key political positions.",2
