Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
egypt,"Though the constitution guarantees the right to free assembly, the Interior Ministry can legally ban, postpone, or relocate protests with a court’s approval. Unauthorized gatherings of 10 or more people can be dispersed forcefully. Protest organizers must inform police of their plans at least three days in advance. Thousands of protesters have been arrested since these strict laws were introduced in 2013, and some jailed protesters have received death sentences. Because of this crackdown, protests are extremely rare.In November 2022, during the UN Climate Change Conference (COP27), Egyptian authorities arrested and charged at least 138 protesters with joining a terrorist group, spreading false news, inciting terrorist crimes, and misusing social media.",0,"In recent years, nongovernmental organizations (NGOs) have faced mass closures as well as harassment in the form of office raids, arrests of members, lengthy legal cases, and restrictions on travel. A 2019 law constrains the activities of NGOs deemed to threaten national security, public morals, and public order and imposes onerous reporting requirements and intrusive monitoring systems. Punishments for violations of the law are severe.The Arab Network for Human Rights Information (ANHRI) suspended its Egyptian operations in January 2022, claiming its founder had experienced years of harassment from authorities, including freezing of his assets, a travel ban, and physical assault.Political dissidents and human rights defenders abroad experience transnational repression, while their families in Egypt have increasingly faced persecution by state authorities.",0,"The government only recognizes unions affiliated with the state-controlled Egyptian Trade Union Federation. While Article 15 of the constitution provides for the right to organize peaceful strikes, they are not tolerated in practice, and the law on protests prohibits gatherings that impede labor and production. Striking workers have in the past been arrested and prosecuted. Workers at military-owned businesses are subject to trials by military courts. Authorities failed to protect striking workers in 2021, allowing the large manufacturing company LORD International to unfairly dismiss and punish workers on strike.",1
el-salvador,"Freedom of assembly is generally upheld, and public protests and gatherings are permitted. However, the Bukele government has surveilled activists who organize such events, pushing some citizens to refrain from participating due to fear of potential repercussions. The 2022 state of exception has also limited freedom of assembly rights.",3,"NGOs have operated freely and played an important role in society and policymaking in the postwar era. However, they have largely been excluded from engagement with policymakers under the Bukele government and are frequently lambasted by the president and other officials over critical stances toward government policy.In 2021, the Legislative Assembly set up a special commission to investigate NGOs, police and prosecutors raided the offices of seven NGOs on charges of embezzlement, and the government put forward a Foreign Agents Law requiring individuals and organizations to register as foreign agents if their activities “respond to the interests of, or are directly or indirectly funded by, a foreigner” and pay a 40 percent tax on foreign payments. Ruling-party legislators and government officials explicitly linked the law to funding given to investigative journalism that is critical of the government and recent protest marches. In the face of massive pressure, not least by the diplomatic corps and foreign donors, the government delayed voting on the law.The government targeted several nongovernmental human rights organizations using Pegasus spyware in 2020 and 2021, according to a January 2022 report. Under the state of exception implemented in March 2022, authorities have clamped down on programs to support rehabilitation and reintegration of formerly incarcerated persons.",2,"Labor unions have long faced obstacles in a legal environment that favors business interests, including by mandating only light penalties for employers who interfere with strikes. The law prohibits strikes in sectors deemed essential, and the designation is vaguely defined.",2
equatorial-guinea,"Freedom of assembly is severely restricted. Opposition gatherings are typically blocked or dispersed by security forces, and citizens are sometimes pressured to attend progovernment events.In June 2022, a rally organized by the CPDS was banned by the authorities. In September, Leoncio Prisco Eko Mba, a rapper also known as Adjoguening who had criticized the government in his lyrics, was arrested while staging a protest to demand that officials restore his confiscated passport. He was held for a month without charges.",0,"All associations must register with the government through an onerous process, and independent nongovernmental organizations (NGOs) face state persecution. In 2019, the Center for Studies and Initiatives for the Development of Equatorial Guinea (CEID-GE) was dissolved by government decree.Among those arrested in the broader preelection crackdown in September 2022 were human rights activists Luis Nzó Ondo and Anacleto Micha Nlang. Another civil society activist, Joaquin Elo Ayeto, was arrested in December.",0,"The constitution provides for the right to organize unions, but there are many legal and practical barriers to union formation, collective bargaining, and strikes. The government has refused to register several trade unions; a farmers’ organization is the only legal union.",0
eritrea,Freedom of assembly is not recognized by the authorities. Public gatherings of more than seven people require a permit. Those who protest face the threat of deadly force at the hands of state security officers or arbitrary detention.,0,"The law requires all nongovernmental organizations (NGOs) to undergo an onerous and arbitrary annual registration process and limits their activities to providing humanitarian relief. In reality, there are no independent NGOs based in Eritrea. The government continues to deny permission for external human rights organizations to enter the country.",0,"While the Eritrean government has ratified the International Labour Organization’s eight fundamental conventions, no independent trade unions function in Eritrea. The only union umbrella group, the National Confederation of Eritrean Workers, is affiliated with the PFDJ. According to reports to the UNHRC, the government has prevented new unions from being formed.",0
estonia,"The constitution guarantees freedom of assembly, and the government upholds this right in practice.",4,The government upholds freedom of association and does not restrict or control the activities of nongovernmental organizations (NGOs).,4,"The law recognizes workers’ rights to organize, strike, and bargain collectively, although public servants at the municipal and state levels may not strike. While these rights are largely upheld in practice, union membership is low, and employers in some sectors have resisted bargaining efforts.",4
eswatini,"Freedom of assembly is restricted. Surveillance of protests is common, and the information collected is reportedly used to deny protesters access to government jobs and services. Demonstrations are often violently dispersed by police, and protesters risk arrest and detention. Nevertheless, labor and prodemocracy protests have taken place in spite of these risks. Demonstrations that are not perceived as a direct challenge to the king have been allowed to go forward. Widespread prodemocracy protests continued into 2022 despite an official ban on protests issued in October 2021. The protests began in May 2021 and escalated that June after Mswati banned citizens from petitioning the government. Security forces attempted to suppress the demonstrations, subjecting peaceful protesters to arbitrary arrests and using indiscriminate force to disperse gatherings, resulting in the deaths of more than 80 people; hundreds more were hospitalized for their injuries. This crackdown on dissent continued in 2022. During the year, security forces attempted to forcibly disperse protesters by shooting tear gas, rubber bullets, and live ammunition into crowds. Protesters also faced arbitrary arrest and physical assaults by security forces. Student activist Colani Maseko, whose January arrest had prompted a wave of demonstrations, was arrested again in May while participating in a protest; he was allegedly tortured following his arrest. Maseko was later hospitalized from injuries sustained while he was detained.",0,"The operation of nongovernmental organizations (NGOs) has been inhibited by broadly written sedition and terrorism laws as well as police monitoring and interference. Organizations that advocate for democracy remain banned. Despite such restrictions, it appears there is limited tolerance of some forms of human rights–based legal activism. For example, Women and Law Southern Africa–Swaziland was allowed to bring a case on gender equality in divorce settlements, with the court deciding in its favor in 2019. In 2020, an LGBT+ advocacy organization that had been denied official registration challenged the rejection in court. The High Court ultimately upheld the rejection when it ruled against the organization, Eswatini Sexual and Gender Minorities (ESGM), in April 2022, stating that although the constitution guarantees fundamental rights “irrespective of gender or sex,” those rights are subject to Eswatini’s laws, which do not permit same-sex relations. One judge dissented, saying that the rejection was executed in a “grossly irregular manner.”",1,"Eswatini has active, vocal labor unions, but workers’ rights are poorly upheld in practice. Although workers in most sectors, with the exception of essential services defined by the labor minister, can join unions, strikes and other labor activism routinely trigger crackdowns and arrests by the police. A number of prodemocracy activists and former trade unions are exiled in South Africa.",1
ethiopia,"Free assembly is restricted by insecurity in several regions and associated declarations of states of emergency or martial law. The nationwide state of emergency enacted in November 2021 that lasted until February 2022 further curtailed freedom of assembly and other civil liberties throughout the country.Government forces continued to violently disperse protests throughout 2022. In May, federal police used tear gas and gunfire to disperse rioters after clashes between police and Muslim worshippers occurred at Meskel Square in Addis Ababa during the Eid al-Fitr prayer.",1,"Under a civil society law passed in 2019, the federal Authority for Civil Society Organizations (ACSO) retains broad powers. Moreover, while nongovernmental organizations (NGOs) are more able to legally operate in the human rights and governance spheres, practically many of these organizations are unable to access large parts of Ethiopia either due to security challenges or a lack of official approval, as was the case in Tigray. While the discourse around NGOs is more open, many of the practical realities for these groups have not improved. Local civil society organizations (CSOs) face threats and warnings for advocating for issues contrary to the government’s position, especially in relation to internal conflicts. In September 2022, government security agents prevented a group of 35 CSOs from hosting a press event with media representatives, in which they were to call for warring parties in Ethiopia to end the violence and come to the negotiate a peace deal. The organizations instead independently issued a statement calling for the cessation of violence in Tigray. Days later, the government threatened to revoke the licenses of the organizations involved, claiming they had acted against the “sovereignty of the country and the public interest.”",1,"The Ethiopian Constitution recognizes the right of workers to join trade unions, and more than 500,000 workers are organized under the umbrella of the Confederation of Ethiopian Trade Unions (CETU). However, independent unions have faced harassment in the past, and there has not been a legal strike in Ethiopia since 1993.

On the employer side, a large number of chambers of commerce and business associations exist for different industries and locations. The largest and oldest among them, the Addis Ababa Chamber of Commerce, is a regular critic of government economic policy. The federally organized Ethiopian Chamber of Commerce, of which the Addis chamber is a member, has been more aligned with official policy.",1
fiji,"The constitution gives the government wide latitude to prohibit protests, including on the basis of public safety and morality. Fiji has refused entry into the country for the United Nations Special Rapporteur on the rights to freedom of assembly since 2014.",2,"Fiji has an extensive nongovernmental organization (NGO) network, which largely operates without government interference. However, strict sedition laws, which criminalize criticism of the government, place constraints on the range of initiatives that NGOs can undertake. In May 2022, Bainimarama criticized two of Fiji’s longstanding NGOs—the Fiji Women’s Crisis Centre and the Foundation for Rural Integrated Enterprises and Development (FRIEND)—calling them political opposition groups rather than NGOs after the organizations voiced support for a nonpartisan caretaker government to see the country through the December elections.",3,"Restrictions on trade union protests remain. The Fiji Trades Union Congress (FTUC) has been denied permits for marches numerous times in recent years.Union members’ political activities are also restricted: they are prohibited from becoming members of Parliament and face obstacles to joining political parties. General secretary of the National Workers Union and the FTUC, Felix Anthony, appeared in court in April and November 2021 over his activities during a 2019 protest by water authority workers. Amnesty International reported a rise in harassment of trade unionists in the leadup to these protests and other important union meetings.",2
finland,"Freedom of assembly is protected by law and upheld in practice. In October 2020, police used pepper spray against protesters obstructing traffic, who were associated with the environmental activist group Extinction Rebellion and calling on the government to take more significant measures to combat the climate crisis. Seven police officers were charged in connection with the incident in June 2022.As of early 2022, 48 protesters were being investigated for invasion of public premises.",4,Nongovernmental organizations (NGOs) operate without restriction.,4,"Workers have the right to organize and bargain collectively, though public-sector workers who provide services deemed essential may not strike. Approximately 75 percent of workers belong to trade unions, which actively advocate for members’ interests. In September, parliament passed the Patient Safety Act, which restricts nurses’ right to strike. It nearly led to mass resignations within the nursing sector, and suggests attempts to restrict the right to organize within some sectors.",4
france,"Freedom of assembly is normally respected, though authorities have used excessive force when dealing with political protests in recent years.",3,"Nongovernmental organizations (NGOs) generally operate freely. However, the LGS and LRPR have complicated and obstructed NGO reports around protests and police actions.The LRPR eased authorities’ ability to disband associations that allegedly disrespect so-called “values of the Republic.” The law has been used to target organizations that seek to combat Islamophobia.In March 2022, the interior minister ordered the dissolution of the Antifacist Group of Lyon and Surroundings (GALE), saying that it meant to incite violence. In May, however, the Council of State suspended that decision, citing a lack of evidence that GALE intended to disturb public order. In September, the prefect of Vienne cited the LRPR when calling on authorities in the city of Poitiers to withdraw public funding from Alternatiba, an environmental NGO; Alternatiba planned to hold workshops on civil disobedience. The mayor declined, prompting the prefect to sue over the legality of the funding in October.",3,"Trade unions are generally free to operate without undue restrictions. Social movements like the Yellow Vests of the late 2010s—despite rejecting affiliations with trade unions or political parties—and the formation of NUPES have provided momentum for trade union activism. In October 2022, oil workers, rail workers, and civil servants held strikes over pay, disrupting domestic travel.",4
gabon,"Freedom of assembly is limited. The government has repeatedly denied permits for meetings, used tear gas, and arrested demonstrators to disperse unauthorized gatherings. A 2017 law further limited the freedom to assemble by making organizers responsible for offenses committed during gatherings. In May 2022, authorities stopped protesters from rallying against the presence of French troops in the country.",1,"Relatively few NGOs operate in Gabon. Freedom of association is guaranteed by the constitution, but the process for formally registering NGOs is onerous and implemented inconsistently, leaving groups vulnerable to accusations that they are not in compliance with the law.",1,"Workers are legally permitted to join unions, engage in collective bargaining, and strike, but the government has disrupted sit-ins and other labor activism in recent years, and has arrested participants.In February 2022, civil-service union leader Jean-Rémy Yama was blocked from leaving the country and was detained by the Gabonese intelligence service. In early March, Yama was handed politically motivated corruption charges. Yama, who was forced out of the civil service in late March, remained in detention at year’s end.",1
gambia,"The constitution guarantees freedom of assembly, but the POA requires event organizers to obtain police permits for public assemblies. In the white paper it released in May 2022 on the findings of the Truth, Reconciliation, and Reparations Commission (TRRC), the government accepted the commission’s recommendation to review the POA to ensure that it aligned with international human rights standards. During 2022, protests over deteriorating environmental conditions were denied permits, ostensibly over security concerns. When the protests proceeded without permits, they were met with an armed police presence. In September 2022, commercial drivers protesting bridge-crossing fees were arrested.",2,"There are several nongovernmental organizations (NGOs) in The Gambia that focus on human rights and governance issues. NGO workers faced detention and other reprisals under Jammeh, and restrictive legislation remains on the books, but since 2017 NGOs have operated with less interference in practice, and some groups have successfully challenged the government on policy and legal matters without repercussion. International NGOs have also increased their presence in the country and are able to operate without interference.",2,"Workers—except for civil servants, household workers, and security forces—may form unions, strike, and bargain for wages, but the labor minister has the discretion to exclude other categories of workers. The Gambia has multiple trade unions that operate without government restrictions, though several lack organization and funds.",2
georgia,"Freedom of assembly is upheld unevenly, with police sometimes responding to demonstrations with excessive force. In 2022, there were large-scale rallies in favor of Georgia’s EU membership bid, and against the authorities for their failure to secure EU candidate status.LGBT+ groups’ right to assembly is rarely protected. In July 2021, anti-LGBT+ rioters met little resistance from police when they broke into the offices of Tbilisi Pride, destroying property and attacking journalists. The Pride rally did not take place in 2022.",2,"Civil society is fairly robust. Some groups are included in policy discussions, though others face political pressure including criticism and exclusion from policy dialogue. In December 2022, several parliamentarians proposed a “foreign agents” law that would place extra scrutiny on some civil society groups. In 2021, civil society advocates were revealed to be targets of state surveillance. In 2022, the Georgian government established parliamentary groups to work on reforms necessary for EU candidacy status, but civil society groups were excluded from these processes.",3,"Workers are legally allowed to organize, bargain collectively, and strike, though there are some restrictions on the right to strike, including a ban on strikes by certain categories of workers. Legal protections against antiunion discrimination by employers are weak and poorly enforced in practice.",2
germany,"The right to peaceful assembly is enshrined in the constitution and is generally respected in practice, except in the case of outlawed groups, such as those advocating Nazism or opposing democratic order.Several large protests took place in Germany during 2022, including widespread demonstrations against rising energy prices, growing inflation, and cost of living increases. Additionally, large demonstrations against COVID-19 measures, which have been held regularly since 2020, continued in 2022. Some of these demonstrations have turned violent; since mid-2020, far-right Querdenken protesters have assaulted several journalists and repeatedly clashed with police and counterprotesters.",4,"Germany has a vibrant sphere of nongovernmental organizations (NGOs), which operate freely. In December 2020, the parliament passed a revised tax law that explicitly allowed more NGOs operating in areas including climate change and LGBT+ issues to claim tax-exempt status.",4,"Trade unions, farmers’ groups, and business confederations are generally free to organize, and play an important role in shaping Germany’s economic model.",4
ghana,"The right to peaceful assembly is constitutionally guaranteed and generally respected. Permits are not required for meetings or demonstrations. Assemblies were temporarily restricted under the COVID-19 state of emergency and related regulations, which were eased in 2022.Ghanaians sought to organize protests over economic and social concerns under the #FixTheCountry banner during 2021 but were impeded by the authorities. In May 2021, the Accra High Court granted an injunction against a proposed #FixTheCountry rally, though the Supreme Court overturned that decision in June. Later in June, 11 organizers protesting in front of the Accra High Court were arrested. Supporters of the #FixTheCountry movement faced violence throughout the year; in late June unidentified assailants killed protester Ibrahim Muhammed in the town of Ejura. Demonstrations the day after his death saw police and military personnel use live ammunition when people clashed with security forces, killing 2 people and injuring at least four others.Throughout 2022, youth groups and trade unions continued to stage series of peaceful demonstrations to protest the rising cost of living and the government’s poor economic management. The police responded to violence that occurred during the protests with fatal force: in May the police shot a 19-year-old student bystander to protests in the Bono East Region. In June, police used tear gas and water cannon to disperse crowds at a protest and arrested 29 protesters.",3,Nongovernmental organizations (NGOs) are generally able to operate freely and play an important role in ensuring government accountability and transparency.,4,"Under the constitution and 2003 labor laws, workers have the right to form and join trade unions. However, the government forbids or restricts organized labor action in several sectors, including fuel distribution and utilities, public transportation, and ports and harbor services.",3
greece,"Freedom of assembly is guaranteed by the constitution, and the government generally protects this right. While the government passed a bill regulating public assemblies following the COVID-19 pandemic, protests continue to take place normally following the ease of pandemic-related restrictions.",4,"Nongovernmental organizations (NGOs) generally operate without interference from the authorities. However, during 2020 the government made a series of changes to the registration requirements for organizations working on asylum and migration issues, generally increasing the regulatory burden on NGOs.",4,"Most workers have the right to form and join unions, bargain collectively, and strike. The law provides protections against discrimination toward union members, and the government generally upholds union rights.",4
grenada,"Freedom of assembly is constitutionally guaranteed, and that right is generally respected. Multiple COVID-19-related states of emergency limited social gatherings in 2020 and 2021, though coronavirus-related restrictions were largely lifted by the end of 2021. The state of emergency was lifted in April 2022.",4,NGOs are generally free to operate.,4,"The right of workers to form and join labor unions is constitutionally protected, though unions and labor activists face some obstacles. Workers have the right to strike, organize, and bargain collectively, though employers are not legally bound to recognize a union if a majority of workers do not join.Essential services workers may strike, but compulsory arbitration can be used to resolve disputes. The list of essential services is extensive and includes services that should not be considered as such according to International Labour Organization (ILO) standards.",3
guatemala,"The constitution guarantees freedom of assembly, but this right is not always protected. Police frequently threaten and at times use violence against protesters. Protests related to environmental or Indigenous rights have been met with harsh resistance from the police and armed groups. The Giammattei administration has declared states of prevention and siege, emergency measures that enable the government to restrict constitutional guarantees, in response to protests.",2,"The constitution guarantees freedom of association, and a variety of NGOs operate. However, groups associated with Indigenous, environmental, and human rights face increasing violence and criminalization of their work. Several defenders have been forced to leave the country for fear of persecution, while lawyers defending human rights activists have been attacked and threatened. Between January and July 2022, 589 attacks against human rights defenders were registered by the Unit for the Protection of Human Rights Defenders in Guatemala (UDEFEGUA), a local NGO, marking an increase from previous years. Three activists were murdered during the year.  In November 2022, UDEFEGUA stated that the government has failed to fulfill the obligations of a 2014 ruling by the IACHR requiring the development of a comprehensive public policy to protect human rights defenders. In July 2021, controversial and restrictive legislation targeting NGOs went into effect, giving such organizations until February 2022 to register or face dissolution. Implementation of the law has been slow, and according to the agency overseeing the process, only around 11 percent of NGOs complied with the deadline.",2,"Guatemala is home to a vigorous labor movement, but workers are frequently denied the right to organize and face mass firings and blacklisting. Trade union members are also subject to intimidation, violence, and murder, particularly in rural areas. Labor laws obstruct union membership and impede strikes.",2
guinea,"Article 34 establishes the freedom of assembly in the transitional charter, but in May 2022 a decree by the military junta banned demonstrations that have the potential to disturb public order. The junta used the decree to outlaw any demonstration that is critical of the government. In October the security forces used live ammunition against protesters and detained numerous FNDC sympathizers. Nevertheless, despite the risk of injury and persecution, protest marches against the government continued to take place throughout 2022.",1,"Civil society is weak and subject to periodic interference and intimidation. Nongovernmental organization (NGO) workers and activists have faced threats, harassment, and imprisonment. Guinean NGOs also suffer from poor access to funding, leadership struggles, the restriction of civic space, and security concerns. Civil society representatives are represented in the CNT under the September 2021 transitional charter. Many such organizations in the CNT are said to be supportive of President Doumbouya.",1,"Although workers are allowed to form trade unions, strike, and bargain collectively, they must provide 10 days’ notice before striking, and strikes are banned in broadly defined essential services. In practice, unions are relatively active and constitute the core of civil society. The Condé (2010–21) and the Doumbouya (since 2021) administrations have attempted to divide unions seen as posing a potential threat to the authority of the government.Several unions are represented in the CNT.",2
guinea-bissau,Freedom of assembly is frequently restricted. The authorities repeatedly interfere with demonstrations linked to the political tensions between the presidency and the legislature. The state of emergency enforced due to the COVID-19 pandemic banned assemblies of more than 25 people during 2020. The restrictions were prolonged by President Embaló for most of 2021 and prevented protesters from gathering during a period of high political tension.,1,"Nongovernmental organizations (NGOs) are generally able to operate. Some groups have faced intimidation and other obstacles, particularly those that are associated with street demonstrations.Several activists who criticized the government reported facing harassment, arbitrary detentions, and physical assaults throughout 2021, including Luís Vaz Martins—a lawyer and the former president of the LGDH—who was the target of an assassination attempt that August. Martins accused the president of ordering the attack.",2,"Workers are allowed to form and join independent trade unions, but few work in the wage-earning formal sector. Private employers sometimes engage in improper interference with union organizing and other activities. The right to strike is protected, and government workers frequently exercise it.Several strikes took place during 2022, with workers protesting against unpaid wages and poor working conditions.",3
guyana,"The authorities generally uphold the right to peaceful assembly. A protest against police violence in the East Coast Demerara Region in June 2022 proceeded without interference or subsequent arrests, despite some protesters allegedly attacking street vendors and looting.",4,"Nongovernmental organizations (NGOs) operate freely. The government has consulted with NGOs on various policy initiatives, including measures designed to combat human trafficking.",4,"The rights to form labor unions, bargain collectively, and strike are generally upheld, and unions are well organized. However, laws against antiunion discrimination are poorly enforced.In April 2022, union members protested low wages and the high cost of living, and criticized the Ali administration for failing to restore a collective bargaining agreement removed by a previous government. The GPSU criticized the government for failing to engage in collective bargaining with public sector workers.",3
haiti,"Freedom of assembly is constitutionally enshrined but often violated in practice. Police have used excessive force including live rounds of ammunition to disperse protesters. Despite the risk of violence, politicians, civil society groups, and ordinary citizens continued to mount demonstrations in 2022, calling for Henry to step down and condemning criminal activity.Police regularly responded with force during the year. In October 2022, for example, protesters in the capital assembled to object to the Henry government’s call for foreign intervention; police used tear gas in response. At least one person died, with other participants saying the police were responsible.",2,"Numerous domestic and international nongovernmental organizations (NGOs) operate in Haiti, but human rights defenders and activists who address sensitive topics are subject to threats and violence, which creates a climate of fear. The National Human Rights Defense Network (RNDDH) claimed that a gang leader and a politician plotted to kill its director in a March 2022 meeting.Violence against activists is rarely investigated or prosecuted. Among other high-profile cases, the 2020 assassination of Port-au-Prince Bar Association head Monferrier Dorval remained unsolved in 2022.",1,"The right to unionize is legally protected and strikes are not uncommon. However, the union movement in Haiti is weak and lacks collective bargaining power in practice. Most citizens are informally employed. Workers who engage in union activity frequently face harassment, suspension, termination, and other repercussions from employers. In February 2022, factory workers protested over pay in Port-au-Prince. Garment workers protested that same month.",1
honduras,"Freedom of assembly is constitutionally protected. In the past, PN governments used force to disperse rallies. Amnesty International reported that authorities regularly employed tear gas and live ammunition during protests or government reprisals. Protests were held in 2022 but the right to assemble was restricted in parts of Tegucigalpa and San Pedro Sula in December, when the Castro administration enacted a state of exception in response to gang-related violence. Freedom of assembly and free movement were restricted in affected areas. Those measures remained in force at year’s end.",2,"Nongovernmental organizations (NGOs) and their staff, especially in the human rights and environmental fields, often faced significant threats, including harassment, surveillance, smear campaigns aimed at undermining their work, and violence under PN governments. The Office of the UN High Commissioner for Human Rights documented the murders of 10 human rights defenders in 2021. Activists from the Garifuna community have been especially targeted with violence. While the Castro administration committed to implementing a policy to protect human rights activists, they are still threatened; in November 2022, the Committee of Relatives of the Detained and Disappeared in Honduras (COFADEH) criticized local PN officeholders for threatening land and environmental campaigners.LGBT+ campaigners also face violence in Honduras. In January 2022, authorities arrested a member of the MS-13 criminal gang for murdering transgender activist Thalía Rodríguez, though the suspect was later released for lack of evidence. In 2018, seven suspects were convicted for the prominent 2016 killing of environmental and Indigenous-rights activist Berta Cáceres; they received multidecade sentences in 2019. In 2021, Roberto David Castillo, former president of the Energy Developments power company, was convicted of murder for his role in planning Cáceres’s assassination. In June 2022, Castillo received a 22-and-a-half-year prison sentence.",1,"Labor unions are well organized and can strike. In the past, labor actions have resulted in clashes with security forces. The government does not always honor formal agreements entered with public-sector unions. Union leaders and labor activists in public and private sectors have faced harassment, dismissal, and violence for their activities. The change in government temporarily decreased tensions with unions since many have ties with the ruling Libre.",2
hungary,"The constitution provides for freedom of assembly, and the government generally respects this right in practice. Fidesz’s electoral victory in 2018 prompted large crowds to turn out for peaceful antigovernment demonstrations.The government continued for months into 2021 the total ban on demonstrations introduced in 2020 to prevent the spread of COVID-19, despite permitting other forms of public events and gatherings. In July 2022, masses rallied on streets across the country to protest against the overhaul of a small-business tax scheme.",4,"NGOs whose activities conflict with government priorities have come under continued pressure since Fidesz took power. Fidesz has instituted burdensome registration and reporting requirements for NGOs, and police have illegally raided NGO offices. Organizations assisting asylum seekers have also been subject to Hungary’s “Stop Soros” laws, which heavily restricted the right to asylum and criminalized activities supporting asylum seekers. The CJEU ruled in November 2021 that the “Stop Soros” laws violated EU law.The government continues to stigmatize NGOs as “foreign agents” or “Soros agents,” and frequently scapegoats them for developments unfavorable to the government or deemed unpopular in the eyes of the public. Civil activists won a lawsuit in September 2022 against progovernment weekly Figyelő for being listed in 2018 as Soros “mercenaries.”In 2020, the CJEU ruled that the 2017 Act on the Transparency of Organizations was incompatible with EU jurisprudence. In May 2021, in response to this judgment, a new law on the transparency of NGOs was adopted, requiring civil society organizations to submit to yearly financial audits by the ÁSZ should they report donations of more than €55,000. ÁSZ started in May 2022 extensive audits of NGOs labeled “organizations capable of influencing public life.”Hungarian NGOs encouraging individuals to invalidate their ballots in the April 2022 anti-LGBT+ referendum, thus invalidating the vote, were fined in by electoral authorities. Some, but not all, of the fines were remedied by courts.",2,"Workers’ rights to form associations and bargain collectively are generally recognized, but the 2012 Labor Code weakened the position of trade unions by curtailing their rights. There are significant limitations on what can be considered a lawful strike, and the government has successfully blocked efforts to organize strikes in recent years. Union membership is low, trade unions are present in less than 25 percent of workplaces, and only 7 percent of workers belong to one.In January 2022, teachers’ unions organized strikes across the country demanding higher salaries and lightened workloads in public education. The government in February responded by seriously curtailing the right to strike through COVID-19-related emergency powers. The restrictions, entrenched into ordinary legislation in May, made the right to strike in schools only nominal. Striking teachers were threatened with sanctions by their employers, and many of them were dismissed.",3
iceland,"Freedom of assembly is generally upheld. In recent years, however, police have faced criticism for arresting or forcefully dispersing peaceful protesters under a broadly worded provision of the Police Law of 1996.",4,"Nongovernmental organizations (NGOs) may form, operate, and fundraise freely, and frequently inform policy discussions.",4,"The labor movement is robust, with more than 80 percent of all eligible workers belonging to unions. Most unions have the right to strike, except for the National Police Federation.",4
india,"There are legal restrictions on freedom of assembly, including a provision of the criminal procedure code that empowers authorities to restrict public gatherings and impose curfews whenever “immediate prevention or speedy remedy” is required. State and central governments often suspend mobile and internet service to curb protests.While peaceful demonstrations regularly take place, the national government and some state governments are known to employ assembly bans, internet disruptions, and force to quell protests, while protesters have faced harsh treatment and have been denied access to legal counsel.Thousands of people in several states, including Gujarat and Uttar Pradesh, held protests in June 2022, objecting to a BJP spokesperson’s May remarks that were considered insulting to the prophet Muhammad. Authorities responded with force and police in Jharkhand attacked bystanders. Police killed two people in the city Ranchi, the state capital of Jharkhand, on June 10, with their relatives accusing the authorities of applying disproportionate force. A senior police officer in the city sustained severe injuries. Authorities in several towns applied emergency laws to restrict gatherings. Over 300 people were arrested in Uttar Pradesh alone by June 14.",2,"A wide variety of NGOs operate, but some, particularly those involved in the investigation of human rights abuses, continue to face threats, legal harassment, excessive police force, and occasionally lethal violence.Under certain circumstances, the Foreign Contribution (Regulation) Act (FCRA) of 2010 permits the federal government to deny NGOs access to foreign funding, and authorities have been accused of using this power selectively against perceived political opponents. The government cancelled the FCRA registrations of 6,677 NGOs between 2017 and 2021. In October 2022, the government canceled the registrations of two NGOs led by former INC leader Sonia Gandhi. In December, the government said one of the organizations lost its license because it received funding from the Chinese embassy.",2,"Although workers in the formal economy regularly exercise their rights to bargain collectively and strike, laws including the Essential Services Maintenance Act have enabled the government to ban certain strikes. Public employees have more limited organizing rights, and private employers are not legally obliged to recognize unions or engage in bargaining.",3
indonesia,"Protests are common and freedom of assembly is generally upheld, but recent years have seen increasing use of protest-related internet disruptions. Assemblies addressing sensitive political topics—such as the 1965–66 massacres or regional separatism—are regularly dispersed, with participants facing intimidation or violence from vigilantes or police. Freedom of assembly in Papua is increasingly restricted. Authorities used sometimes-deadly violence in response to protesters objecting to the creation of new provinces in the region in 2022.",2,"A 2013 law requires nongovernmental organizations (NGOs) to register with the government and submit to regular reviews of their activities. The law targets NGOs that commit blasphemy or espouse ideas conflicting with Pancasila, such as atheism and communism. The government can dissolve noncompliant organizations without judicial oversight.Authorities and influential Muslim organizations continue to intimidate and harass LGBT+ communities, organizations, and activists, hampering groups seeking to provide services to LGBT+ people.Activists working to address human rights violations in Papua and expose endemic corruption are often targeted by authorities or progovernment supporters. In March 2022, human rights activists Haris Azhar and Fatia Maulidiyanti were formally charged with defaming government minister Luhut Pandjaitan under the UU ITE. The charges stemmed from a 2021 YouTube video in which Azhar and Maulidiyanti discussed the military’s involvement in mining activity in Papua.",2,"Workers can join unions, bargain collectively, and, with the exception of civil servants, stage strikes. Strikes can be unduly delayed by obligatory arbitration processes, and laws against antiunion discrimination and retaliation are poorly enforced. Under a memorandum of understanding signed in 2018, the military can assist police in dealing with strikes and demonstrations. The 2020 omnibus law abolished sectoral minimum wages and limits unions’ negotiating power, with wages set by geography. The law, which was formulated without union consultation, extends outsourcing and reduced the number of statutory days off.",2
