Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
dominican-republic,Government and legislative representatives are generally able to determine national policies in a free and unhindered manner.,3,"Corruption remains a serious, systemic problem at all levels of the government, judiciary, and security forces, as well as in the private sector. In May 2022, the Anti-Corruption Office (PEPCA) confirmed that it was investigating former president Danilo Medina and his involvement in administrative corruption. The ongoing investigation into Medina’s administration had resulted in the 2020 arrest of Medina’s brother and had linked several legislators to drug trafficking and money laundering networks. In July 2022, the Organic Law of Domain Extinction, which made it easier for the government to seize foreign and domestic assets connected to illegal activity, was enacted.",2,"The government does not always operate with transparency. State agencies often provide inaccurate or incomplete responses to information requests. Public officials are required to publicly disclose assets, but NGOs have cast doubt upon the accuracy of these disclosures. Public contracting and purchasing processes are opaque, and a September 2021 report exposed millions of dollars in missing taxes from purchases of luxury and other vehicles imported under the names of Dominican legislators, who have exemptions.In a September 2022 speech to mark the beginning of an international “Open America” conference held in the Dominican Republic, President Abinader argued that an uptick in reports of corruption is a sign of a more open government because it shows that citizens are empowered to participate in governance. He also touted the findings of the 2021 Open Budget Survey, released in May 2022, in which the Dominican Republic ranked 9th in budget transparency of the 120 countries surveyed.",2
democratic-republic-congo,Massive electoral fraud and irregularities prevent democratically elected officials from determining government policies. A “state of siege” in North Kivu and Ituri provinces was imposed in 2021 as part of the government’s efforts to reestablish control over violence-affected areas. The state of siege was most recently renewed in December 2022.,0,"Corruption in the government, security forces, and mineral extraction industries is extensive and has corroded public services and development efforts. President Tshisekedi publicly committed the government to fighting corruption when he came to power. In 2020, Tshisekedi’s chief of staff, Vital Kamerhe, was convicted and received a 20-year forced-labor sentence for embezzling public funds. However, Kamerhe and a codefendant were cleared of embezzlement charges in June 2022. In 2021, reports revealed Israeli businessman Dan Gertler’s embezzlement of $3.7 billion in state funds through Kabila-approved contracts over several years. In February 2022, the government and Gertler signed an agreement where a Gertler-linked company would return assets that were reportedly worth over $2 billion. Civil society groups criticized the government for its lack of transparency over the deal, which was believed to favor Gertler.",1,"Despite previous incremental improvements in revenue reporting, there is little transparency in the state’s financial affairs. The law does not provide for public access to government information, and citizens often lack the practical ability to obtain records on public expenditures and state operations. Contracts for the extractive industries are conducted in secret.In 2021, some efforts were made to bring the Central Bank of Congo (BCC) into compliance with International Monetary Fund (IMF) protocols as a condition for loans. However, required financial disclosures from top officials were not made public; tax agencies suffer from poor reporting; and shadow networks determine political and financial decisions in practice. In a September 2022 technical update, the IMF reported that a bill on the BCC’s transparency and independence existed in draft form and expected its ultimate approval. The IMF authorized a disbursement of funds in December.The government is not transparent on the state’s involvement in violence in insecure areas. Military authorities, who are inaccessible to constituents, were installed in Ituri and North Kivu when a state of siege was imposed on those provinces in 2021.",0
ecuador,"Elected officials are generally free to set and implement government policy without undue interference from nonstate actors. An escalating security crisis—marked by a rapid rise in homicides and other violent crime in the country since 2021, largely driven by drug-related gang activity—poses a threat to the ability of the elected government to effectively and freely govern. Organized crime groups routinely intimidate, bribe, and attack government officials, and their presence has weakened state control of institutions, especially Ecuador’s prison system.Other nongovernmental groups have used violent tactics to influence government policies. In June 2022, large antigovernment protests led by the Confederation of Indigenous Nationalities of the Ecuadorian Amazon (CONAIE) saw protesters block roads and attack security forces while demanding that the government change its economic policies, among other things. The government was forced to concede to several of the protesters’ demands, including agreeing to lower fuel prices and restrict mining in protected areas.Hostility between the legislature and executive has increased in recent years, impeding government efforts to make and implement policies. In June 2022, opposition legislators moved to impeach President Lasso over “the serious political crisis and internal commotion” caused by that month’s Indigenous-led antigovernment protests. Ultimately, the opposition did not garner enough votes to impeach Lasso. ",2,"Ecuador has long been racked by corruption, and the weak judiciary and lack of investigative capacity in government oversight agencies contribute to an environment of impunity. Although the Moreno administration initially emphasized anticorruption efforts and several prominent politicians have faced investigation and prosecution in recent years, corruption scandals rocked the country during the COVID-19 pandemic, illustrating the depth of the challenge of effectively combating graft. In September 2021, the Lasso administration estimated the cost of corruption between 2007 and 2019 at approximately $68 billion. In October 2022, energy minister Xavier Vera resigned after becoming the focus of a corruption investigation that began when a local media outlet released audio recordings suggesting that Vera had exchanged jobs at the state-owned oil company PetroEcuador for payment. Other high-profile corruption probes during the year included an investigation into an alleged corruption network within PetroEcuador during the Correa administration. According to former energy secretary and PetroEcuador CEO Carlos Pareja Yannuzzelli, who testified about the case before the legislature in November, Correa was involved in a corruption scheme related to “irregular practices in oil contracting” that allegedly resulted in the loss of more than $5 billion. The investigation was ongoing as of November.",2,"The law guarantees citizens’ right to access public information. Although compliance has improved over the years, some government bodies remain reluctant to disclose such information. Public procurement processes are frequently opaque and malpractice involving government contracts is common.",2
egypt,"President Sisi and the security apparatus dominate the policymaking process. The parliament has neither a significant role in forming and debating laws, nor the ability to provide a meaningful check on executive power. Laws originating in Sisi’s cabinet receive parliamentary approval without meaningful contestation or deliberation.The 2019 constitutional amendments further consolidated Sisi’s authority and increased the military’s constitutional role in civilian governance and already considerable independence from civilian oversight. The amendments allow the Supreme Council of the Armed Forces to permanently control the appointment of the defense minister, who is also the commander in chief.",0,"Corruption is pervasive at all levels of government. Official mechanisms for investigating and punishing corrupt activity remain weak and ineffective. President Sisi controls the Administrative Control Authority, the body responsible for most anticorruption initiatives. It lacks credibility, transparency, and impartiality and is not allowed to monitor the economic activities of the military.",1,"The Sisi administration provides little transparency regarding government spending and operations and denies civil society groups and independent journalists opportunities to comment on, oversee, or influence state policies through intimidation and censorship. Although the government makes its budget documents, including debt obligations, accessible to the public, data on debt held by state-owned enterprises (SOEs) remains inaccessible. Moreover, state budget documents do not include allocations to military SOEs, and audits for large SOEs are never public. The military is notoriously opaque with its budget and extensive business interests.",1
el-salvador,"The Bukele administration repeatedly interfered with the legislature’s ability to determine policy until it gained a supermajority in the legislative session that commenced in May 2021, which enabled it to swiftly rubberstamp new laws and policies. The NI government has routinely denied opposition legislators access to key information, including draft legislation, inhibiting substantial deliberation of proposed laws. The government also makes record use of legislative process waivers, which expedites proposals for a vote within hours of submission to the legislature. Bukele has also harassed and bullied allied lawmakers from other parties who criticize NI policies or officials.",2,"Corruption including embezzlement, money laundering, and other forms of self-enrichment remains a problem in government, and anticorruption bodies and prosecutions are increasingly susceptible to politicization.In November 2020, prosecutors launched a criminal investigation into the suspected misuse of COVID-19-related funds, including the awarding of public contracts to businesses linked to politicians. However, in May 2021, the NI-controlled legislature passed a law retroactively granting public officials and contractors immunity from any civil or criminal liability stemming from pandemic-related state expenditures. Since then, more cases of suspected graft involving COVID-related funds have emerged.In 2021, the government shut down the International Commission against Impunity in El Salvador (CICIES), an OAS-supported anticorruption agency that assisted Salvadoran prosecutors.Under the guise of the state of exception that began in March 2022, the NI government removed legal administrative regulations on the use of public funds and state contracts. Further, authorities restricted the right to access public information, impeding civil society’s ability to expose corrupt actors, and passed a law that enables authority to manage public funds without adhering to the relevant law.",0,"The 2011 Access to Public Information Law instituted strong mechanisms for transparency and oversight of public institutions. While there have always been issues with compliance, government bodies have been more resistant and less transparent since the beginning of the Bukele administration. Bukele has issued executive decrees impinging on the independence of the oversight and enforcement body, the Access to Public Information Agency (IAIP), and has named partisan commissioners. Government officials continue to withhold information on expenditures, even amid widespread allegations and indications of related corruption. No government minister has submitted their asset disclosures, as required by law to detect potential corruption.NI has used its parliamentary supermajority to routinely pass laws with minimal information provided to opposition lawmakers, much less the public. Government plans are generally withheld from public access.",1
equatorial-guinea,"The executive branch—headed by the president, who is not freely elected—sets and implements government policy, leaving the legislature no meaningful role in the policymaking process.",0,"There are no independent anticorruption mechanisms, and the government is marred by nepotism and graft. Hiring and promotions within the government, army, and civil service favor those with ties to the president and his family. Two of the president’s sons, the vice president and the minister of mines and hydrocarbons, have been the subjects of corruption cases in European courts. Although the government has taken some steps to address corruption, the efforts have been largely superficial.In March 2022, the president appointed the first members of the Court of Auditors, a monitoring body called for in a 2012 constitutional amendment. Former treasury minister Melchor Esono Edjo, a nephew of the president, was sworn in as head of the court despite past international corruption allegations and a conflict of interest related to his shares in a partially state-owned bank. In May, the president also appointed the leaders of a new anticorruption commission in keeping with a 2020 law. The effectiveness of these institutions and the differentiation of their functions remained unclear at year’s end.",0,"The government’s budget process and procurement system are opaque, as are the finances of state-owned companies. A significant percentage of revenue from the country’s oil reserves is funneled to Obiang’s allies through noncompetitive, nontransparent construction contracts. International financial organizations and human rights groups have criticized the government for pouring resources into wasteful infrastructure projects while neglecting public health and social spending.In compliance with a 2021 anticorruption law, the government released a form for asset declarations in March 2022. Members of the government issued their respective declarations later that year, but the statements were apparently removed from the government website a few weeks later.",0
eritrea,"Power is concentrated in the hands of the unelected president, who reportedly determines policy with the help of an informal circle of advisers, leaving the cabinet and security officials to merely carry out his decisions. The United Nations Human Rights Council (UNHRC) has noted that military personnel were overrepresented among the president’s closest associates.",0,"Petty bribery and influence peddling are thought to be endemic, and larger-scale corruption is a problem among some party officials and military leaders. Senior military officials have allegedly profited from smuggling Eritreans out of the country. There are no independent agencies or mechanisms in place to prevent or punish corruption. Special anticorruption courts overseen by the military nominally exist but are mostly inactive.",1,"The government operates without public scrutiny. Basic data about the state budget and its appropriations are not publicly disclosed, and officials are not required to disclose their assets.",0
estonia,Both the government and the parliament are freely elected and function without interference from external or nonstate actors.,4,"The legal framework and independent law enforcement institutions provide important checks on corruption, and cases against high-profile defendants have been brought to court in recent years, though the results have been mixed.

There are still no comprehensive rules for the protection of whistleblowers, with proposed legislation stalled as of the end of 2022. The adoption of a bill that would tighten control of party financing is also being delayed. Regulations on lobbying are being strengthened, but implementation of the changes is still in progress.",3,"Estonia is known for its high degree of government transparency and well-developed e-governance services.

Public access to government information and the asset declarations of officials is provided for both in law and in practice. Estonia generally performs well in ensuring a transparent and effective public procurement system, although according to the European Commission’s 2021 figures, the latest available, 34 percent of Estonian public contracts that year had only a single bidder or no call for bids at all.",4
eswatini,The king and his government determine policy and legislation; members of Parliament hold no real power and effectively act as a rubber stamp in approving the king’s legislative priorities. Parliament cannot initiate legislation and has little oversight or influence on budgetary matters. The king is also constitutionally empowered to veto any legislation. The absolute authority of the king was demonstrated by his decision to rename the country in 2018 without any constitutional process or parliamentary approval.,0,"Corruption is a major problem, and implicated officials generally enjoy impunity. The Anti-Corruption Commission (ACC) is perceived to be ineffective, with civil society groups accusing it of pursuing politically motivated cases and serving the interests of the prime minister. The ACC, which reports to the Justice Ministry, lacks adequate financial and human resources and must consult with the minister on hiring. In 2018, a cabinet committee was established to develop a zero-tolerance policy on corruption in government, but its ability to create an effective anticorruption framework remains unclear. The Tibiyo Taka Ngwane (Wealth of the Nation) investment fund, managed by Mswati, has reportedly been used for the king’s personal gain, with opposition figures accusing him of using it to bolster his personal income as far back as 2011.",0,"Eswatini lacks access-to-information laws, and there is no culture of proactive disclosure of government information. Public requests for information are largely ignored in practice, and the budgeting process lacks transparency. The authorities tightly restrict access to data on spending by the royal family and the security forces. Transparency was further reduced by the Public Service Act, passed in 2018, which broadly prevents officials from providing public information to the media unless given express permission by the secretary of the cabinet.",0
ethiopia,"The shortcomings of the 2021 elections, including a climate of insecurity and growing repression of some opposition groups, suggest that gains in political reform have stalled and, in the absence of stability, may eventually be reversed. The escalation of violence in Tigray, which was further worsened by the deployment of Eritrean troops, prevented the 2021 elections from occurring in the region, leaving people there without elected representatives. In November 2022, the federal government and the TPLF signed a peace treaty through talks mediated by the African Union, following a humanitarian truce that was signed in March but had broken down in August.Some areas plagued by insecurity remain out of the control of the government—such as parts of Oromia—while others have been under prolonged states of emergency, with heightened military presence and control, including parts of Oromia, Amhara, and Benishangul Gumuz.",1,"Corruption and unequal resource distribution are significant problems that have contributed to the recent civil unrest throughout Ethiopia. However, the ruling party has accused public servants or opposition politicians of corruption as a political weapon to punish dissent. Petty bribery and corruption, often involving local officials and police, are widespread. Corruption within the justice system remains a significant challenge, and judges caught accepting bribes are rarely punished.In July 2022, federal police arrested the commissioner of the National Disaster Risk Management Commission, Mitiku Kassa, on suspicion of corruption. Kassa was accused of colluding with the leader of a humanitarian organization called the Elshadai Relief and Development Association, embezzling money by selling food and clothing that were ostensibly designated for internally displaced persons (IDPs) camps. The camps that the supplies were allegedly intended for do not exist.The government established a national committee to coordinate an anticorruption campaign in November 2022. The committee announced it had received over 250 tips within a week of its creation and testified to the widespread presence of corruption, labeling it as a major threat to national security. Several current officials were implicated in land embezzlement cases. In December, several officials suspected of corruption were arrested, including Tewodros Bekele, director general of the Ethiopian Financial Security Services (EFSS). Despite these seemingly positive steps, the 2022 anticorruption campaign only focuses on malfeasance within institutions at the federal level. Whether the government intends to carry out new anticorruption investigations with integrity, without using it to repress political opposition members, is unclear.",2,"At the start of the war in Tigray internet and telephone lines were cut and journalists were denied access to the region. The involvement of Eritrean soldiers, the status of refugee camps, and the humanitarian situation in Tigray all remain shrouded in uncertainty.Very little information is available about counter-insurgency operations and ethnic conflicts in Oromia, Benishangul Gumuz, and Amhara. The extent of the human rights abuses and war crimes committed in these areas remain difficult to verify. While state media and the government’s official communications throughout 2022 emphasized the limited nature of what it has termed a “law enforcement operation,” media and other reports of alleged atrocities, sexual violence, and the expanding conflict have contradicted the government’s narrative.Amid widespread impunity for security forces, the government’s efforts to ensure accountability for the human rights abuses committed by its forces lacks transparency. ",1
fiji,"The executive branch under the prime minister determines the policies of government. With the 2022 elections resulting in a transfer of power and a relatively evenly divided Parliament, legislators may have a greater role in consulting on legislation than they did when FijiFirst held a strong parliamentary majority.",3,"Corruption remains a serious problem, and existing safeguards are limited in their effectiveness. FICAC has had limited success combatting institutional corruption. FICAC has allegedly been used to pursue politically motivated cases, such as against opposition politicians or their supporters. The PAP made a campaign pledge to abolish FICAC, but the commission is stipulated in the 2013 constitution.",2,"Since the restoration of elective democracy in 2014, government transparency and openness has improved. Parliamentary sessions are broadcast live, and the Hansard (an official report of parliamentary proceedings) is updated regularly. Although candidates for elections are required to declare their assets, there is no law requiring public asset disclosures by members of Parliament. Fiji lacks an access to information law, and requests for information from the media and the public are sometimes denied. In recent years, FijiFirst has used its parliamentary majority to rewrite parliamentary standing orders in a manner that limits debate on legislation and scrutiny of official statements. A review of standing orders by the incoming government is set to begin in January 2023.The 2013 Constitution was decreed into law prior to the first post–2006 coup elections in 2014, and after minimal public consultation. It cannot be changed without the support of 75 percent of all registered voters in a referendum and 75 percent of Parliament, though the method of its adoption without public consent could be subjected to judicial review.The head of Fiji’s Bureau of Statistics, Kemueli Naiqama, was dismissed in September 2021 for publishing data on ethnicity in the 2019–2020 Household Income and Expenditure Survey. The Attorney General questioned the reliability of the data, which showed that the majority of people experiencing poverty in the country are Indigenous Fijians. Local human rights organizations have expressed concern that Naiqama was fired “for telling the truth.”",2
finland,Finland’s freely elected government and lawmakers are generally able to develop and implement policy without undue interference from unelected entities.,4,"Corruption is not a significant problem in Finland and is generally punished under relevant laws when discovered. In December 2020, the Council of Europe’s Group of States against Corruption (GRECO) reported that Finland had only fully implemented 1 of its 14 recommended anticorruption efforts.",4,"Laws permitting access to public information are generally well enforced, though there are some limits on the disclosure of information related to national security, foreign affairs, trade secrets, and criminal investigations. All citizens, including government officials, are required by law to make public asset declarations, though there are no penalties for noncompliance. While companies perceive corruption risks and favoritism within public procurement as low, informal networks and personal associations, notably at the local level, are still believed to hold influence over procurement decisions.",4
france,"The elected head of government and national legislative representatives determine the policies of the government. However, the government has consistently used Article 49.3 of the constitution to enact legislation that is defeated in Parliament; under Article 49.3, a government can force passage of a bill and must withstand a no-confidence vote within 24 hours of employing that maneuver. The article’s use is restricted for some legislation but not for certain financial proposals; governments during the Macron presidency have used Article 49.3 on a regular basis.",4,"A 2017 law aims to reduce conflicts of interest. Despite this, corruption cases increased by 28 percent between 2016 and 2021 according to government data. In most cases, officials have resigned or been dismissed from office. In a March 2022 report, the Senate criticized the presidency and other public agencies for signing lucrative contracts with consulting firms. Senators specifically accused one firm, McKinsey, of paying no corporate taxes within France despite staff members testifying otherwise.",3,"The government generally operates with openness and transparency, though it has increasingly used Article 49.3 of the constitution to enact policy with limited debate or scrutiny. In July 2022, a former executive at ride-hailing service Uber leaked exchanges between Uber staff and Macron, then the economy minister, between 2014 and 2016. In those exchanges, Macron offered to reform French law to assist its operations despite the then ruling Socialist government’s opposition to some of Uber’s activity.",4
gabon,"Government policy is set by the president and senior aides, and Parliament is dominated by the PDG. In November 2018, a month after Bongo suffered a stroke, the Constitutional Court unilaterally altered the constitution to allow the vice president to assume some of the president’s functions if he is “temporarily unavailable.” In 2020, Parliament passed further constitutional amendments stipulating that the president of the Senate, the president of the National Assembly, and the defense minister would share interim executive powers should the president become incapacitated.",0,"Corruption and impunity remain major problems. Authorities have repeatedly used anticorruption efforts to target regime opponents. A special criminal court for cases involving the theft of public funds was established in 2018, but prosecutions remain selective.Members of the Bongo family have been accused of corrupt behavior, which was also uncovered by the Pandora Papers. In 2020, NGOs filed a lawsuit in Libreville accusing Noureddin Bongo, the president’s son, of corruption and money laundering. The public prosecutor dismissed the complaint. Noureddin is directing his father’s 2023 reelection campaign.French prosecutors suspect that Elf Aquitaine—a French energy firm that has since been absorbed into the present-day Total SA—had provided “undue commissions” to the Bongo family to access the country’s oil reserves; family members allegedly used those proceeds to acquire real estate in France. Between March and April 2022, four of Omar Bongo’s children were charged with embezzlement in France. Another five were charged in July.In 2022, NGOs accused the government of embezzling donor-provided COVID-19 relief funds. In June, a group of civil society leaders said that the government was blocking the publication of an audit on coronavirus-related spending. ",0,"The government operates with minimal transparency. The presidency’s budget is not subject to the same oversight as those for other institutions. High-level civil servants are required to disclose their assets, but the declarations are not made public. The government has not been transparent about President Bongo’s health.",0
gambia,"The Barrow government does not appear to be subject to undue influence from nonstate actors, armed forces, or foreign governments. However, its critics have alleged that the government is under the influence of Senegal, citing the continued presence of the ECOWAS military mission and the preponderance of Senegalese commercial interests in the country. The parliament’s limited ability to check executive authority remains a concern.",2,"Allegations of corruption are frequently lodged against officials at all levels of government, and both state and semiofficial agencies have been accused of improperly funneling money to private citizens. An anticorruption bill introduced in the National Assembly in 2019 has yet to be adopted, and a proposed anticorruption commission has not yet been established. Other anticorruption bodies, such as the Financial Intelligence Unit of The Gambia (FIU), have weak enforcement powers.",1,"Government operations are generally opaque. Officials must make asset declarations to the ombudsman, but the declarations are not open to public and media scrutiny. There are widespread allegations of corruption in public procurement. Key licensing processes, especially for industries that rely on natural resources, are not transparent.The National Assembly passed and President Barrow signed the Access to Information Act in 2021. Civil society groups had championed the legislation as a means to improve transparency and accountability, but its effects in practice remained unclear. In September 2022, the Gambia Ports Authority (GPA) declined a request from the Public Petitions Committee of the National Assembly to release an internal report about alleged corruption among staff, despite significant pressure from civil society.",1
georgia,"The ability of elected officials to determine and implement government policy has been impaired by the informal role of so-called oligarchs, including Ivanishvili, who has exerted significant influence over decision-making since leaving office.",2,"Corruption persists in form of nepotism and cronyism in government hiring and procurement. The lack of independence among law enforcement bodies and the judiciary impedes the effective application of anticorruption laws. Successful cases against high-ranking officials and those close to them remain rare. The State Inspector’s Service, a key body responsible for investigating official corruption, was disbanded in late 2021, with the initiative launched in the parliament as its outspoken leader was on maternity leave. An anticorruption body proposed in parliament in 2022 by GD was criticized by the opposition and good-governance groups over appointment procedures that failed to guarantee independence from the ruling party.",2,"Government operations are generally subject to scrutiny by auditing bodies, the media, nongovernmental organizations (NGOs), and the public. However, access to public information remains uneven. While public officials declare assets, the Georgia chapter of Transparency International warned in 2020 that the monitoring of such declarations is inconsistent and does not focus on conflicts of interest or potential corruption.",3
germany,Democratically elected representatives decide and implement policy without undue interference.,4,"While Germany generally maintains strong and effective corruption safeguards, the Council of Europe’s Group of States against Corruption (GRECO) has criticized the country for its opaque party-financing regime and for a lack of lobbying regulations. To increase transparency, the former SPD and CDU–CSU coalition government introduced a lobby registry in 2021; the registry entered into effect in January 2022, requiring individuals representing interest groups to register before contacting officials in the federal government.The June 2020 collapse of payment processing firm Wirecard brought scrutiny on the German financial regulatory system. Wirecard filed for bankruptcy after its accounting firm refused to sign off on financial statements over evidence of fraud. Wirecard chief executive Markus Braun was arrested on fraud and embezzlement charges in 2020; Braun’s trial began in December, and was ongoing at year’s end. Investigations into the so-called Cum-Ex scandal—a share-lending scheme in which participants fraudulently obtained tax rebates, resulting in the theft of at least 10 billion euros ($10.7 billion) from the state between 2001 and 2016—continued in 2022. In December, Hanno Berger, a former tax official considered one of the leading figures in the scandal, was convicted on three counts of tax evasion and sentenced to eight years in prison by a state court in Bonn. Chancellor Scholz has also been accused of having ties to the scandal. In August, Scholz appeared before a parliamentary committee in Hamburg to answer questions about allegations that, while mayor of Hamburg in 2016–17, he colluded with the owners of a large bank in the city to help them avoid paying back approximately 47 million euros ($48 million) in refunded taxes. Scholz has denied any wrongdoing. Germany is obligated to enhance legal protections for whistleblowers under an EU directive issued in 2019. The Bundestag passed the German Whistleblower Protection Act in December 2022; the bill remained awaiting consideration by the Bundesrat at year’s end.In August, the government announced a range of new initiatives intended to combat the relatively high levels of financial crime in Germany, including the creation of a new federal financial crime agency.",4,"The government is held accountable for its performance through open parliamentary debates. In 2018, the government introduced question time, in which the chancellor answers questions from the parliament three times per year. However, transparency is limited by an overburdened bureaucracy and inconsistent state-level standards.",4
ghana,"Elected officials are generally free to set and implement government policy without improper influence from unelected entities. However, the Imposition of Restrictions Act (IRA), which was passed by Parliament and signed by Akufo-Addo in 2020 as the COVID-19 pandemic became a global crisis, limited Parliament’s ability to revoke presidentially declared states of emergency. In March 2022, the president lifted many of the COVID-19 pandemic measures, easing border restrictions, face-mask regulations, and limits to public gatherings; requirements for coronavirus testing were also reduced.In October 2022, a group of governing NPP lawmakers openly demanded that the minister of finance and the minister of state be dismissed to restore public faith in the economy after several months of poor economic performance. The opposition NDC brought forward a vote to remove the finance minister from office, which ultimately failed.",4,"Political corruption remains a problem despite active media coverage, fairly robust laws and institutions, and both government and nongovernmental antigraft initiatives. Legislation adopted in 2017 established the Office of the Special Prosecutor (OSP) as an additional institution to investigate political corruption. Former attorney general Martin Amidu was appointed the first special prosecutor in 2018 but resigned in 2020, citing in part a lack of resources. In August 2021, Kissi Agyebeng, a lawyer and academic, was appointed as Amidu’s successor, and nearly nine months later a governing board of the OSP was inaugurated. The OSP published information on the status of 75 cases (five of them high-profile) that it was investigating for potential corruption, including Eunice Jacqueline Buah Asomah-Hinneh, a member of the presidential advisory body, the Council of State. However, the office of the OSP has expressed doubts as to the integrity of the government’s commitments to fighting corruption.In October 2022, the Commission for Human Rights and Administrative Justice (CHRAJ) indicated that it was investigating 428 cases of public officials’ failure to declare their assets as required by law between 2020 and 2022.",3,"The government operates with relative transparency, though there are weaknesses in the legal framework. The Right to Information Act, which grants citizens the right to seek, access, and receive information from public as well as some private institutions, came into effect in 2020. In 2022, several media actors and stakeholders complained about barriers and impediments to accessing information in practice, including arbitrary fees that public bodies charged groups that had requested information.",3
greece,"Greek elected officials generally set and implement government policies without undue interference, and the influence of international creditor institutions has receded over the past decade.",4,"Corruption remains a problem in Greece, and institutions tasked with combating it have inadequate resources. Tax officials in past years have been implicated in tax evasion schemes, which seriously complicate the government’s fiscal reform efforts. A new criminal code and a new code of criminal procedure, adopted in 2019, allow prison time for the bribery of politicians and are more broadly aligned with relevant international conventions. However, the Organization for Economic Co-operation and Development (OECD) expressed serious concerns that the main active bribery offense was converted from a felony to a misdemeanor.In March 2021, a special committee was created to investigate accusations that former digital governance minister Nikos Pappas had received bribes and rigged a television licensing competition. That July, Parliament voted in favor of prosecuting Pappas through a special court in collaboration with the Judicial Council and the prosecutorial authority. After no clear evidence of bribery emerged in the pre-investigative committee, Pappas was only referred to the Supreme Court for breach of duty. In June 2022, the Supreme Court’s Judicial Council referred Pappas to a special court for his handling of the television-license tender. The Special Court, which will examine the charges of dereliction of duty, is comprised of judges from the Supreme Court and the Council of State. In mid-June 2022, former minister of justice of the SYRIZA-ANEL coalition government, Dimitris Papangelopoulos, was referred to the Supreme Court for a series of interventions he made in the judiciary while he was in office, but was only examined by the Supreme Court for two of them. In July 2022, the Supreme Court’s Judicial Council unanimously decided to refer him to the Special Court for abuse of power and subsequent breach of duty. It is the fourth time since Greece’s transition to democracy in 1974 that this Special Court has been activated. Papangelopoulos’s trial started in September 2022. The same special court also examined the former head of the corruption prosecutor’s office, Eleni Touloupaki, for abuse of power related to her failure to send a report to Parliament for further investigation. The report was filed by PASOK members of parliament against the SYRIZA-ANEL government’s health minister and his deputy, and pertained to the Novartis case, in which 10 politicians were accused of receiving donations from the pharmaceutical company Novartis. ",2,"Several laws and government programs are designed to ensure the transparency of official decisions and provide public access to information. Officials are required to make public declarations of their assets and income. Nonetheless, implementation of these transparency regulations is problematic.The transparency of state procurement contracts remains a concern. Extraordinary conditions related to the COVID-19 pandemic paved the way for direct procurement of public works without a call for tenders. Despite these conditions no longer existing, procurement practices have not gone back to normal.Gaps in transparency also exist with respect to public debtors. Though the state is obliged to publicize the names of debtors who owe the public sector over €150,000 ($163,000), the archive of tax and social security debtors has not been updated since 2019. In July 2022, its publication was postponed for another year.Issues with surveillance also undermine transparency. In 2022, investigative news outlets reported that the National Intelligence Service (EYP) had wiretapped the mobile phones of journalists Stavros Malihoudis, Anastasios Telloglou, and Thanasis Koukakis, and that Koukakis’s phone had also been infected by Predator spyware. In July, the National Transparency Authority (EAD)—created to tackle abuses of power—claimed it found no incriminating evidence against the government in its investigation. In August, EYP’s director admitted to a closed session of the parliamentary Committee on Institutions and Transparency that the intelligence agency had carried out surveillance of Koukakis as a matter of national security.Also in August, the Hellenic Authority for Communication Security and Privacy (ADAE) revealed that the mobile phone of Nikos Androulakis, leader of Greece’s third largest political party and a member of the European Parliament, was wiretapped in 2021. While the government claimed that spying on Androulakis’s phone was wrong but legal, the chief of EYP and the general secretary to the prime minister subsequently resigned. Despite pressure from opposition politicians and journalists to reveal the rationale for spying on Androulakis, the government did not offer a justification and argued that it was a matter of national security. In September, a parliamentary inquiry was opened, but only examined a small number of witnesses, despite the disagreement of opposition parties.In November, a newspaper published the names of over 30 politicians, journalists, entrepreneurs, chief defense and police officials, along with their partners, who were targeted by surveillance.Though the government introduced the Act of Legislative Content in August, it did not repeal a 2021 provision that prevents ADAE from retroactively informing targets about surveillance measures taken against them for reasons of National Security. In December 2022, parliament began considering a draft surveillance law that academics and human rights organizations argued lacks effective privacy and human rights safeguards.",2
